essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
21451,8," A @CAPS1 @CAPS2  For me laughter is a huge part of life. I cannot, nor wish to escape it. @CAPS1 is fun in itself. It always makes tense situations become relaxed and enjoyable. No feeling is more perfect than falling head first into uncontrollable laughter. @CAPS1 is the best way to unite people together and form memories and bonds. In my home and family, too many situations arise that cause the potential, and often result, of laughter. It is the same way with my distant families such as my friends at school. Life growing up with a brother, wonderfully fun neighbors, and cousins have produced most of my @CAPS1 memories. One such time, in which laughter flowed freely, happened rather recently. The situation began when my brother, @PERSON1, had to do a school assignment. @PERSON1 was assigned, by his history teacher, to write a diary entry as if he were a mountain man in the @DATE1's. I did not set out to help him with his homework, but considering the end result, I was thoroughly glad I did. It seemed so unlikely that this task would be so fun. I guess that just shows how laughter can crop up so suddenly and in such unpredictable places. I came into @PERSON1's room and he told me what he was working on, so I leaned over his shoulder and helped him with a few ideas. We were making progress and once reaching a certain point, we both contributed to a subtle humorous comment we decided to add to the entry. Reading our creation, nothing less than an explosion of laughter was triggered. The noise poured out of @PERSON1's room like lava from a volcano! My parents could hear us and likely thought we were crazy! Another person reading our literature might not have laughed at all, but to us it was hilarious. Being in a good mood, and considering @PERSON1's history teacher said to make the entries creative, more humorous and quite witty sentences were added. By this time I was doubled over struggling to speak through all the @CAPS1 I was consumed by. @PERSON1 was hardly better. Homework had @CAPS3 been more fun. We finished quicker than if @PERSON1 was working by himself and came away with the greatest feeling. @PERSON1 ended up getting full points on the entry when he turned it into his teacher.  This is just one example of thousands I could think of in which laughter @CAPS4 the moment. This particular instance helped with work and yet @CAPS4 the work not a chore, but rather a tremendously happy event. Perhaps more laughter in the workplace would lead to better production. All things considered, laughter, in my opinion, makes for the greatest @CAPS2.",20,25,,45,,,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,459,0.75,B
21468,8,"All the great memories that @LOCATION2 and I, spent and shared together when we were really good bestfriends. We were around @NUM1 years old and in @NUM2 through @NUM3 grade. Ofcourse we got older as the years went by, but we had soo many great times together. When ever we hung out, we would always laugh about almost everything, and most of the time we would just never let alot of stupid things get to us. Whenever I needed someone to talk to she would be the one. She went through a life that was almost the same as what I went through in life, and so she knows what I or even she needs to do or say. Even though we would always have lots of fun, we would have our moments and fight, but alwways work things out. We'd always have each others back for everything. I guess what im trying to say is that, two people who are close always have their great needs and feelings, and especially their laughter in the relationship. Here are some times that @LOCATION2 and I shared and spent together that pretty much led up to laughter.I remember in @NUM2 grade, both of us would always try to hang out whenever we could. We were still young so it was hard to do be able to do anything becuase our parents wouldnt let us most the time. Whenever we did though, we would think about random games, and go to different places just to have fun. As we got older though we were trusted more and could do lots more of things, which was a good thing. Then I moved to @LOCATION1, not the greatest thing, but it was for love. What made it better was that she still came over all the time. We would go and pick her up on @DATE1 and then on @DATE2 my mom would drive to school because my mom still went to work there in florence. Every night that she was there we would always stay up. I remember that I would always keep these little hot chocalate packages in my room and after my parents went to bed we'd sneak out to go get hot water for it so that we would have hot chocalate to drink. Some other times we would make coffee so that we could stay up longer. It was hard sometimes because my room was right across from my parents room and at the time I had beads hanging from my door. Fun times trying to keep quiet and not get caught. Sometimes when she came over she would bring all her make up and things so that we could dress each other up. One night we had blind folds on and do each others makeup.",16,19,,35,,,,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,469,0.5833333333333334,C
21475,8," Do you remember the first day of @NUM1 grade? Everyone is awkwardly and excitedly standing there waiting for their seating arrangement. You have the middle school jidders and everything is just happening to fast, I remember all that. I went to school at @CAPS1 for my middle school years, my teacher was @PERSON3. She was the type of teacher that was strict when it came to where you sat in class. If you didn't like someone, she would probably sit you by them thinking that you two would magically become friends. I was standing there in the corner with my best friend @CAPS2, we were of course hoping that we would be seated next to each other. After we finally got our seating arrangements, we were not seated together. I was sat next to @PERSON4-- a girl that I didn't know at all-- @PERSON5, @PERSON1 and @PERSON2. I was friends with everyone except @PERSON4, who I have never saw before in my life. As class went on @PERSON6 talked about middle school and how it is so important to get good grades and be prepared for high school, we all sat there and as to what it looked liked day dreamed. No one really talked to anyone, there was still that awkward first day thing going on. @PERSON4 looked like a girl that would rip your head off if you said anything to her, so I kept my mouth shut.  @PERSON6 went on with her ""first day lecture"" and all of a sudden she cracked a joke in the middle of her speech, to get our attention. We all started laughing. I would have to say that it was a very good ice breaker. After everyone after everyone laughed for a while, it seemed like everyone loosened up a bit. @PERSON4 and I started talking about how that joke was only funny because it was so dang stupid. From then on we kept talking and she seemed like a cool person. @PERSON4 and I became partners for every project that we did and we were always together, she became my best friend after @NUM2 days; all because of laughter. I would have to say that the reason @PERSON4 and I became friends is because of laughter. I probably never would have talked to her in the first place; even though I am glad I did because now I have an awesome best friend! Middle school can be scary, excpecially on the first day of school. That's why I think laughter is such an important part in someones relationship, you can't get by without it! ",20,20,,40,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,438,0.6666666666666666,C
21505,8,"  Laughter to me is the best medicine there is, and indeed a big role in any good relationship. It's especially good for a couple who's serious and has forgotten how to laugh. Also for those who could use their mood lifted. I know that laughter made my relationship so much better.  In the begginging my relationship with my boyfriend wasn't so great. We barely laughed with eachother, let alone spoke very much. Only with friends would we laugh and have a good time. Though we weren't much of jokers anyway. All we could do was get upset or just not say anything. Even if the joke was funny.  Well that all changed one night when we decided to go to the @LOCATION1 and play a few rounds of @CAPS1. When we got there we were kind of moody, and I was very short tempered. After we sat down the mood lightened a little. Then we finally got to talking and then one little outburst sent us practically rolling on the ground. We were cracking up. Faces red and gasping for air. We laughed so hard we almost cried, and the jokes didn't stop. Our moods totally changed once that happened. We couldn't even remember why we were upset. Almost like the anger just vanished.  Soon after we realized how rediculous we were and that it's alright to joke around, just so long as it's not mean. Later on we went to a friend's house and had an awsome time. We told a few good jokes, laughed an awful lot, and really had fun. Then when it got dark we decided to go home and were still cracking jokes. I don't know what it was about that night that but for the first time in a long time we were smiling and happy. Sharing that experience allowed us to really connect with eachother. Not only that, but it strenthened our bond, and brought us closer. Our relationship has been great ever since then. We can laugh and have a good time, without being so serious all the time. I know now why laughter is very important in a relationship.  Despite our little run in with moodiness, all that joking around reminded me that laughter is by far the best medicine there is. It did some things that others never could. Some @MONTH1 not think that laughing is best, but i believe it is. Those little giggles every now and then @MONTH1 not seem like much, but believe me there is so much more than you think. Laughter is everything to me. After what it did for me and my boyfriend, i don't know how i would live without it.    ",20,20,,40,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,459,0.6666666666666666,C
21509,8,"So one day I was at home babysitting my little brother. It was a super boring day. So go check my email, and I get an email from my boyfriend. I got excited to talk to him becuase I got my phone taken away. I open it, and it was a break up email. It was so shocking. I wanted to cry. So I called my mom on the home phone, and asked if my best friend @PERSON1 could come over. My mom said yes. I called my best friend @PERSON1 and tolled her what had happened, and asked her to come over. By this time I was crying my eyes out. @PERSON1 said yes to comeing over! @PERSON1 is my best friend in the whole world! She always knows what to do, and say when I'm upset. I was waiting for her for a long time. Her mom always takes forever when she out doing things. She finally gets to my house, and she gives me a big hug! We are always there for one a other. I have always been there when all of @CAPS1 boyfriends had dumped her so it felt nice for her to be for me this time. I haven't had as any boyfriends as she had. So we go to my room, and I'm still crying. I couldn't stop. It was like a river fellowing down my face. Being dumped really is a horriable feeling. He was the best boyfriend ever, so the he dmped me was very unlike him. @PERSON1 was just sitting there texting. I was think why are you just texting you should comforting me. I didn't want to say it so I didn't. So started to talk and we desided to go to the mall. Thats always a fun place to be. So we ask my mom. She just got home. She said no. I really didn't want to be home anywhere was better any home at that time. So we went back to my room, I was crying again. So @PERSON1 started to say bad things about my ex-boyfriend. I knew the things weren't true, but it was really really funny. We were both laughing really hard and I was starting to feel better! Yay @PERSON1 making up stupid ex-boyfriend jokes! Laughter is the best way to make everthing better!",15,15,,30,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,401,0.5,D
21514,8," I think laughter should be a huge part in everyoneas life. For examlpe; laughter has brought my mother and I closer than we have ever been before. One time we were sitting in her camper and we had not been with each other for a whole month so we just let everything out, and laughing was one of the things. We were laughing about fake teeth, we laughed so hard that I made my mom tinkle her pants. We talked about fake teeth for about an hour. I think laughing makes everyone feel better about themselves, it does me. Laughing is a good way to show someone that you know how to have fun and it's not a bad thing. For someone to know how to laugh and to have fun is a good way to start a friendship or even a relationship. Another example is; @CAPS1 I'm with all of my friends I can never stop laughing, and I love it because I'm not sad. @CAPS1 I was a little girl my family and I went to disneyland and it was the beast time of my life there was not one moment @CAPS1 I was not laughing with all of them. One thing I don't understand is how someone couldn't be laughing or smiling at least @CAPS1 someone says or does something funny. Well back to my story of my mother and I, We were all tired and had a long day and fake teeth just made us all laugh, and laugh it was the best time I think I have ever ahd with my mother. I have always said to everyone I know ""live life while you can you don't know how long you'll have it."" I think that those words are very true and while your living life, laugh. My grandfather is pretty funny to @CAPS1 he is in a good mood he is always making everyone around him laugh. One time he had seen this commercial and it was a plastic grandpa singing ""I'm not your daddy I'm your grandpa"" and it said that maybe four times, and ever since he heard that he sings it all over the house. In conclusion laughing is the best way to feel better about anything. So @CAPS1 your blue just think about something that will always make you laugh and laugh about it.",15,19,,34,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,403,0.5666666666666667,C
21517,8," My sister @PERSON3 and my niece @PERSON2 had just came down from @LOCATION2. It had been three years since I last seen them. When my brother @PERSON1, my sister @CAPS1, and I went over to my dads for the weekend we all decided we would go camping over by the beach. That morning we all woke up early and packed everything in the car. My dad and brother did most of the work while us girls got ready. After everything was packed we were off to @LOCATION1. @LOCATION1 is a small little town surrounded by mountains with absolutely nothing but a couple of houses, a park, a river, and forests all around you. My dad built a small one roomed cabin there a few summers back. It had a wood stove in one corner, bunk beds fulfilling almost half the cabin, and a counter that was always messy with all the food and supplies that we would bring. The whole ride over we were all messing with each other giving one another horse bits, the claw, and pulling on other peoples seat belts so that it would tighten across there chest. We were also telling @PERSON3 funny stories about one another trying to embarrass them. When we got on the gravel road my dad started making the car slide back and fourth scarring @CAPS1. While everyone else was laughing about it she was screaming. That @TIME1 we all decided to go to bed early so we could wake up and get ready to go to the beach before noon. @CAPS1 was the only one actually wanting to go to sleep. Everyone but @CAPS1 was trying to make fun out of the rest of the @TIME1. While everyone else was taking @CAPS1 was yelling at them to go to sleep and be quite. @PERSON3 and @PERSON1 started yelling random stuff just to make her mad. When everything was silent one of them would yell something like, its not to late to sleep like a baby @CAPS5 @CAPS6. @CAPS1 would start yelling while everyone else just busted up laughing. That @TIME1 was one of the funnest nights there. Everything was hilarious that @TIME1 but when look at it now it wasn't all that funny it was just stupid. I believe we made the most fun out of the @TIME1 as we possibly could. It has become one of my most vivid memories. We all look back at it and laugh.",16,16,,32,,,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,,409,0.5333333333333333,D
21518,8," Laughter is almost always a good thing, mainly because when people laugh it means their happy or something is funny. It can be very beneficial at times, for instance when someone is not feeling to happy people always try to make them laugh to make them feel better. When I am faced with someone I don't know usually my first instinct is to try to and them laugh. laughter has always been a source of enjoyment and it still is today, We have certain advantages now than we had one hundred years ago. For instance now @CAPS2 we want to laugh we need only to pick up remote and turn on the @CAPS1, we can even choose what we want to laugh at and we even have the ability to go and search for something to laugh at on the internet. Sometimes people go to comedy clubs to go and see a stand up comedians. Comedy and laughter go hand in hand, from the very first time someone laughed comedy was born and will be around forever unless being happy becomes outlawed. I remember that when ever my parents would have a new friend over then only thing I would hear when they were at my house was then sound of both my parents and our new guest laughing. Soon the new guest was over much more often.  Laughing is also a very important part of any relationship because it makes the person whom is making the other laugh more of a pleasure to be around and thus makes them sometimes like them more, @CAPS2 you have ever noticed men usually try to make the women laugh in order to try to get that member of the opposite sex to like them. This and the accompanying of physical attraction help start the relationship. I have herd but am not certain that laughter can also be therapeutic, sometimes I like to laugh when I'm not felling so good so it @MONTH1 possibly be therapeutic for me. @CAPS2 this is so than people have been going through therapy for many years. Sometimes people laugh even @CAPS2 the subject is not funny they only do this because otherwise the situation would be somewhat awkward and one might fell kind of out of place. Everyone has a different laugh some are louder than others and some have a type of rhythm to them, my mother has a very loud and high pitched laugh and my grandpa has a low and scratchy laugh, no matter what your laugh is like it can help you feel better it can also help you become closer to someone. laughing is just one of life's greatest pleasures and we should all take a chance to just sit and laugh.",19,20,40.0,40,,,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,463,0.6666666666666666,C
21541,8,"                                                         Laughter and @CAPS1 @CAPS2 @CAPS3 @CAPS4 Laughter is the key component in anything in life. @CAPS2 is able to turn any sad moment good and any great moment even greater. Here is an example in which laughter brought my boyfriend and I together. I had been crushing on the same guy, @PERSON1, for two months. I was way too nervous to speak to him. One day my friends and I were walking down the hall where he happened to be. When i saw him I tried to turn around and walk the other way, but my friends pulled me back. They then told me they heard from a ""little bird"" he liked me too, so we continued to walk in his direction. We stopped walking right in front of him and my friends pushed me into him then ran off. I told him sorry as I turned bright red. My best friends had set me up. We stood there for five minutes in an awkward silence. All I did was stare into his beautiful blue eyes. All i could think about was how hot he looked in his black wrestling shirt and his faded blue jeans. He probably thought i was a freak. He had been leaning against the wall standing mostly on his right leg. Then when he went to switch to his left leg he let out the biggest fart i have ever heard. We started laughing. After we had settled down from laughing hysterically, we started talking. We ended up talking for two hours. A couple weeks had gone by and we had been talking more and more each day. Another week had flew by and we went to our first movie. I called @CAPS2 our first date. That night he asked me to be his girlfriend. I of course said yes. Ever since the day he farted I have thanked @CAPS5 for @CAPS2. I wouldn't have him as my boyfriend if @CAPS2 weren't for him braking the ice with his embarrassing moment. Most of all I thank my friends for shoving me into him that day. There could not have been a better way to meet a guy. This is just one example of laughter and how much @CAPS2 @CAPS3 change or affect a situation. Laughter is the medicines of all medicines. @CAPS2 is one of the most important tools a person @CAPS3 have.",20,18,40.0,40,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,400,0.6666666666666666,C
21544,8," I choose to have a positive out look on life and I'm generally a happy person. Who wants to go through life mad all the time? Even at my lowest I know that I have a lot to be thankful for. Because of this, laughter is an every day factor of my life. When I'm with friends and family I am always laughing. Laughter is my medicine and I wouldn't be the same girl with out it. When I was in the fourth grade my family and I began going to a new @CAPS3 I didn't know any one there and I was really nervous about going to @DATE1 @TIME1. Mom walked me down the stairs to the classroom and the teacher introduced herself to me. Her name was @PERSON1. She was pretty and very tall with a funny australian accent. She was wearing alligator skin boots with black jeans and a pink top. Ms. @PERSON1 introduced me to the class stating my name and grade. after taking my seat we recited @CAPS1 versus and read short clips of @CAPS2 stories. When @CAPS3 had ended mom came downstairs to gt me. Reculctant as I was to see her I took hold of her hand, said bye to @PERSON1,and went back upstairs without one word from any of the other kids, but on our way upstairs a girl about my age, from which i recognized from the class said goodbye to me. I returned her nice gesture with a smile and a wave. One week later mom took me downstairs to @ORGANIZATION1. This time I was relentless and determined to make a new friend. I went and sat down next to the girl who said goodbye to me last week. I introduced myself to her and she told me her name was @PERSON2. We soon became very close. Every week I was so excited for @CAPS3 so I could spend time with @ORGANIZATION2. We became best friends! We played on the same soccer team together and we pretty much live at one anothers houses. In fact @PERSON2 has her own toothbrush at my house and I have one at her house as well. One time @PERSON2 and I were in @CAPS3, and now that we are older we go to the main service, we laughed so hard we almost peed our pants! @PERSON2 and I have so many great memories together and though we are becoming older the memories will last forever.",15,16,,31,,,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,,,,,,416,0.5166666666666667,D
21552,8," Laughter is the best medicine for a friend in pain. My friend @CAPS1 and I were best friends, he came to my house every weekend. So while I waited for him I decided to ride my bike. I road around the block a couple of times, when I hit a curb and crashed. My handle bar hit me in the lower rib cage. My mom took my to the doctors office to see if I broke a rib. The doctor said I had only bruised it.  On the way home I was in so much pain, my mom made a stop for some ice cream, that didn't help. When we got home I just lade on the couch for a while. I heard knocking, it was @CAPS1. The first thing he did was asked what happened, I said I didn't wont to talk about it rite now. We ate diner then played a game. Then we watched some movies eventually we both fell asleep.  We woke to the smell of bacon. I was still a little asleep, by the time I realized that I had woke up @CAPS1 was down stars. I was in so much pain I couldn't get up. So I just lade there for a short while. @CAPS1 came back up the stares to see why I didn't get up. He seen me just laying there. We just started to laugh, I noticed that i felt a little better but I didn't think much of it. After we ate we turned on the @NUM1, my mom said for every one to clean but @CAPS1 and I could play, cause I was hurt and @CAPS1 was a guest. We play mortal combat @NUM2, @CAPS6 and @PERSON1, and @CAPS7 and @ORGANIZATION1. I won most of the time, tell he started to cheat, but it was still pretty fun.  When we were done we watched a funny movie, we laugh so much, that when it was I almost for got about my rib cage. We went to the park to shoot some hoops. As soon as he shot it then it bounced off the rim and hit him in the face, I thought that was funny, he didn't seem to think so. When we got bored we headed down to the market to get a snack. When we were eating I told him what happened with my bike, he ask if it made a visible mark, we look and seen it look just liked a smile face, it was funny but creepy. When we got home, he said that he wanted to ride bikes. At first I was a little scared, but nothing big. We rode around my yard for while. His mom got their shortly after. Then I went inside and just sat there. My mom asked how i felt, but it didn't hurt any more. I got better because laughter is the best medicine.",15,18,,33,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,493,0.55,C
21559,8," Though my sister and I have very different personalities, and much of the time do not find humor in the same things we have still shared some humorous moments. It's the times you decide to just go with the flow and enjoy someones company instead of letting it bug you.  One sunny day in @LOCATION1 I had some how convinced my sister to go rollerblading with me. My dad drove us to a park that had a huge pond in the middle of it. The pond was nice in the fact that there was a smooth side walk that circulated all the way around the pond for my sister and I to @CAPS1 on. The pond was not so nice in the fact that it was very littered with ducks ans geese and of course their droppings as well. We always thought of the ponds water as one of the most disgusting things on earth. We got our roller-blades on and carefully stood up. Our dad was going to take a nap in the car wile we made our laps around the lake. As we skated we noticed a man and a woman sharing a date together in a very small boat. They were totally unaware that their boat was tipping strongly to one side. My sister and I thought it would be hilarious if all of a sudden the boat tipped over.We let that thought pass and continued in our rout. On our next lap around we heard a woman yelling. we looked up and saw that it was the woman who had been in the boat. The woman was now standing on the shore yelling at the man to get all her belongings that had fallen out of the boat and were now floating in the gross pond water. The man was waiting in the water up to his chest collecting their items and trying to deal with his upside down boat. ""That date was defiantly unsuccessful"", I thought. We could hardly contain our selves from bursting out with laughter. We roller bladed back to the car as fast as we could. My sister was in front of me and when she tried to stop she couldn't. She basically body slammed the car, fell back, and rolled right underneath it. My dad rapidly opened the door to find me crying with laughter. We pulled my sister out from under the car and drove home.      ",15,16,,31,,,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,,,,410,0.5166666666666667,D
21561,8," My best friend is probably my brother, @PERSON2. It was in the middle of @DATE1 and we were sitting outside on top of the wooden table in our mother's backyard. @PERSON2 started telling me how much he wanted to be done with high school and that he was, ""just done with all this."" I sat there listening attentively for maybe thirty minutes as @PERSON2 poured his heart out, and nearly broke mine with how distressed he was. @PERSON2's best friend, @PERSON1, had just told @PERSON2 that @CAPS1 he went out with the girl @PERSON2 liked, then their friendship was over. @PERSON2 was extremely hurt by this betrayal added on top of how he was afraid of getting kicked out of school because of his grades, and the amount of pressure coming from our parents at the time, was simply too much for seventeen year old @PERSON2 to handle. I talked to @PERSON2 for at least another half hour after that about what I thought he should do, at the end of our heart to heart talk I told @PERSON2 that, ""@CAPS1 you don't get it together and start geting good grades, their going to kick you out of school, @PERSON2. Honestly, @CAPS1 that happens I'm going to be really mad at you; becaus the only person @CAPS2 and @CAPS3 are going to have to nag on is me."" We both laughed quietly for a minute, paused, and laughed until we cried.  I don't know to this day what was so funny, maybe how serious everything was when we were just kids or @CAPS1 it was simply a release of stress and anxiety for both of us. My tiny, little, lame joke that I dropped at the end of our talk just made it all seem okay, made us think about how young we are, how minor so many of these problems were in the grand scheme of life. That inital laughter made is possible for us to simply let go. After this happened @PERSON2 and I went on with our lives as @CAPS1 this had never happened, never speaking of it. Except that @PERSON2 never got a bad grade in the rest of his high school career, he chose his friend over a chance at the girl but found another girl who has @ORGANIZATION1's approval. Was it laughter that helped @PERSON2 get through this difficult time? I couldn't say, but what I do know is that there was laughter there and @PERSON2 did what he needed to do.",18,20,40.0,40,,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,425,0.6666666666666666,C
21568,8," It all began one morning when I heard my hulking mass of an alarm-clock spouting off again. So I reached over and pushed the button to turn the exceedingly loud contraption off. When I noticed that I have woken up ten minutes late, and so I jumped out of the bed and sprinted to the shower. When I was finished, I got dressed in my @CAPS1-shirt and jeans, which is what I normally wear, then unplugged my cell phone from the charger and placed it in my pocket. Having dealt with the situation at hand, I went down the stairs and into the kitchen to prepare the modest meal of oatmeal. After I was finished eating, I packed up my books and walked back up the stairs to brush my teeth. After doing so, I swiped my coat and hat in one fell swoop. I secured them to my person, grabbed my back-pack , and walked out the door. I stood there on that cold and rainy morning, pondering what the day would hold for me. Suddenly , their was a great noise, I turned to face the approaching threat only to find that the bus had arrived. My mind quickly recovered from @CAPS2 slightly startled state and I stepped onto the bus. The bus ride was no different from the others, kids squawking about what happened at school yesterday, what they are doing @CAPS2 @DATE1, and other seemingly useless conversation. There I sat my eyes fixed gazing out the window of the bus, watching , studying , and mapping the present course of the massive vehicle. We stopped at one of the bus stops, and on the bus came my good friend @PERSON1. As usual she came and sat down next to me and we started talking about the usual cars, music, and the occasional jokes. As I started to develop a creative and captivating joke, she just belted one out right off the top of her head. We both just started busting up laughing, I even felt a tear form in the pit of my eye. We didn'@CAPS1 stop laughing until we got to the school,and my joke was successfully forgotten.  The joke lingered in my head all day long, to @CAPS2 day I still think it is one of the best I've ever heard. Through all of the countless jokes, underhanded comments, and puns I've heard, that one brought about the most laughter of all. But then @PERSON1 moved away to another city, @CAPS2 was a sad day. The very next day I heard the age old saying, ""@CAPS2 one time at band camp....."", story and laughter was restored to my life. I learned something that day that friends my move away but the jokes that were said will still remain.",20,19,40.0,40,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,467,0.6666666666666666,C
21569,8," It all started when my eighth grade class had a plan to go see a movie together. I had the idea to see a movie, so i picked a few movies that were in theaters. The choices were between, '@CAPS1 @CAPS2,' @CAPS3 of the @CAPS4,' and another movie that i cant remember. We, as a group, decided to go to @CAPS3 of the @CAPS4. The movie stars @PERSON1, and @CAPS7 from @CAPS8 @CAPS9. I thought that the movie was really good but there was one part in the movie that made me laugh so so hard. The scene starts out with @PERSON1 and @CAPS7 wandering around trying to find a place to stay for the night; and they seemed to have @CAPS4 @LOCATION1; @LOCATION1 plays an important part on the movie. After a long day full of scary situations, they find a good size cave that they decide is a good spot to stay for the night.   Back tracking a little bit, earlier that day, and in the movie, @PERSON1 came across a native fellow named @LOCATION1. @LOCATION1 is a a man like creature that walked like a monkey but has the face of a human but has an all around harry body. They came across him while traveling through the desert and saved him from execution; for that, @LOCATION1 is very grateful and is @CAPS11 guide around the mysterious @CAPS3 that is foreign to man and that has never been seen by man.  Back to what i was talking abot earlier, when @PERSON1 and @CAPS7 end up in the cave the see two full body skeletons sitting at a table that has an old record player on it, but the record is playing and making music. Just a second later @LOCATION1 comes in the frame of the scene and does a little dance that puts him close to, but in front of the table. Then @LOCATION1 does multiple pelvis thrusts to different directions, basically humping the air.  Watching that scene made me laugh the hardest that i have ever laughed in my life. To this day i look back at it and laugh just as hard as i did the first time i saw the movie.  About a month later, I went over to one of my good friends houses and we watched the movie again. When we got to the scene of @CAPS13 jig, we both fell down, off of the couch laughing. We replayed that scene about ten more times and ended up crying because we were laughing so hard.  Laughter is good for the soul and moral, and for friendship building. Thank the @CAPS14 that he made us laugh!",18,16,,34,,,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,,,,,,443,0.5666666666666667,C
21570,8,"Laughter A true story that involves @CAPS4 and laughter was when i was hanging out with my @CAPS1 @CAPS2, @PERSON1, and her fiance @PERSON4 (who is a profesional quad racer) at a @ORGANIZATION1 concert in @LOCATION2. The concert was the best concert i have ever been to and probably the best one i will ever go to because @ORGANIZATION1 is my favorite band. They even played the song that made them, its called @CAPS3 @CAPS4. When we were there the music was really loud and a bunch of people were drinking and getting drunk and doing stupid stuff. Like this one guy who was standing behind his girlfriend who was sitting down in the grass, this guy had a few too many to drink. He was standing behind his girlfriend laughing at a joke that oneof his drunk buddies told him and then he leans on his girlfriend but just falls on her and folds her right in half like a lawn chair. My @CAPS1 and @CAPS4 started laughing, it was pretty funny. But then the guys girlfriend got up and walked out of the stadium so he got pretty sad. The rest of the concert was pretty funny. The front rows seats were only for people over @NUM1 because during the concert the band would bring out some beer guns and shower the front rows with beer. The front rows were the craziest rows. The back rows were pretty crazy too, people were smoking marijuiana in the back rows, but we werent. When we left we all smelled like weed and didnt want to get pulled over for any reason and have the cop think that we were drugies. It was a long ride home, we live in @LOCATION3, @ORGANIZATION2 and we drove to @LOCATION4, @LOCATION2 and back in one day. I was so tired, we didnt even take any chairs to the concert so we had to stand up in the same spot for about @NUM2 hours. But it was all worth it to see my favorite band in concert. They had a few other bands before them that were also great. Bands like; @PERSON2, @CAPS5/@CAPS6, and @CAPS7. So it was deffinetly the best concert I have ever been to. The second best concert ive ever been to was a @CAPS8 concert in @LOCATION1 with my @CAPS9 @PERSON3 and @PERSON1 @PERSON1 during the @CAPS10 @CAPS11. There were a lot of things we did before the concert like; look at animals, eat, go on rides, buy things, eat more, get drinks, and walk around the @CAPS11. A lot of things made @CAPS4 laughlike when my @PERSON1 stepped in horse and goat poop and when my mom dropped her food on her lap. The concert was really cool, they played some songs to there new album @CAPS12 and @CAPS13. It wasnt as long as the drive to the @ORGANIZATION1 concert and it wasnt as good. But it was still awesome.",16,15,,31,,,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,491,0.5166666666666667,D
