essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
13005,5,The mood in this memoir is that Narciso is happy and very grateful for his parents sacrafices and willpower to make Narciso's life better and do give him more opportunitys in his life.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,34,0.25,F
13006,5,The mood of the @CAPS1 is @CAPS2 and happy because Narciso Rodriguez parents immagrated from Cuba to @LOCATION1. The parents lived in a one room apartment for one year and when Narciso Rodriguez was born They moved in a @NUM1 room house. The parants try to make the house as @CAPS3 can be.,0,0,,0,,,,,,,,,,,,,,,,,,,,,,53,0.0,F
13007,5,"The mood set by the author is very solemn. He started by telling the scenery he lived in during a time of segregation. That was hard because he was Cuban. He didn't have a lot of money, and lived in an apartment. His life was like a somewhat below avereage life today.Towards the middle the memoir was still serious but happier in a sense. It was happier because we Know that he could have more life opportunities in @LOCATION1. He grew up and actually met people and made friends. Also he had a caring family that did what they could to make his life easier for him. He made the memoir and nice and passionate.The moods started off a bit shaky and very serious. Then he got into a happier mood by telling how his parent and family were good to him. It ended in the same mood started in the middle of the passage, happy.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,159,0.5,D
13010,5,The mood is memorable because he loves remebering everything that he did in his childhood. Also he also put the memories that he really like in parentheses. Also he thanked everybody on what he did in his lifetime. That is why memorable is a memory in his lifetime.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,48,0.25,F
13011,5,The mood created by The @CAPS1 in The memoir is soothing and @CAPS2. I explains how @CAPS2 Narciso is at his parents house. The passage also explains how many friends he has. Narciso is grateful of his heritage which help set a good mood.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,44,0.25,F
13014,5,The mood created by the author was a very unique one. The author was remembering and charising the memorys he had of his old home. He described his home by saying how brave and courageous his parents were to give him a better life also how his family was so rich in culture and how his family and neighbors would always visit because times were tough but the authors parents never turned them down. The author made it sound that it was the perfect childhood and described it with such detail and passian and that is why the mood is so unique and special.,2,2,,2,,,,,,,,,,,,,,,,,,,,,,104,0.5,D
13015,5,"The mood created by the author was warm, welcoming, and gratefulness. When the author described his home, it gave a feeling of warmth and it was very welcoming. He made me feel like I was invited to his home with open arms and I could feel the environment around me. He gave of a feeling of gratefulness when he explained how grateful he was to his parents for sacraficing everything and how much he appreciates everything they have done for him. He showed in the passage the warmth and love in his home.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,93,0.5,D
13017,5,His mood was like happy and unsatisfying at the same time. They also say like how his/her life is so I think this book is good to. Or we can say article. It's like all about how his/her life story is.,0,0,,0,,,,,,,,,,,,,,,,,,,,,,44,0.0,F
13023,5,"The mood created by the author was grateful and happy. The mood was grateful because Narciso was glad his parents moved to the @LOCATION1 and started their wonderful home. Narciso was grateful of this because he grew up in an environment he loved.                                                                                                                                                     The mood created by the author is happy. The mood is happy because Narciso is happy that he grew up around people who loved him. This made him happy because he knew that he was safe and loved with these people. When his community of differences came together to form one community, this made Narciso happy. The mood is both grateful and happy. I would also be grateful for this, happiness is key to having friendships and famalies.",3,2,,2,,,,,,,,,,,,,,,,,,,,,,121,0.5,D
13025,5,The mood of this memoir is love and staying a family. The author sends a message to her readers when one leaves what they once had. Her tone tells the mood by writing with passion. The mood is basically is being happy with what you have. that's how the family written about acts in this memoir.,2,2,,2,,,,,,,,,,,,,,,,,,,,,,57,0.5,D
13026,5,"The mood at the beginning was kind of sadd but then Narciso starts to realize the good things in her life like how her mom turned a simple place into a home and she says she's thankful for her cuban heritage and in paragraph @NUM1 she says she is most thankful for her caring and selflessness parents and that she loves them dearly for everything they do not for just her, but for the world.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,76,0.5,D
13029,5,The mood the @CAPS1 created was a mood of happiness and gratitude. The @CAPS1 States how he will always be grateful for what his parents did for him. He also stated that he admired them and honestly could never repay them for everything they did This shows how the @CAPS1 @CAPS4 how his parents worked so hard to make his life better. He is forever greatful.,2,1,,2,,,,,,,,,,,,,,,,,,,,,,66,0.5,D
13031,5,"The mood this memoir created was a warm greatful feeling, with his praising for his parents and saying how much he loves his tiny home in his hometown and how greatful he is for his parent's selflessness.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,38,0.5,D
13032,5,"The mood of this memior is slightly diffucult, somewhat depresing, yet gratefulness and now I am going to explain to you how. The mood is slightly diffucult and depressing because there is a different culture and a brand new language. Also in the united states you have to have get a new job. This short story is also gratefull because you have a amazing oppertunity to start a very better life and get a great education.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,76,0.25,F
13033,5,The title of the story is Narciso Rodriguez. The authro is the @CAPS1 Narciso Rodriguez The mood I think is this story the author gave was pretty good. The author knew when to be excited and knew when to not be excited and he did a good story. The author put in explition marks in when the author was happy or sad. So to me I think this was a good story and I like it. The mood went right with it.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,82,0.25,F
13034,5,"The author creates a grateful mood. The author writes about how his parents had good jobs in Cuba but left everything to give their children better lives. He also writes about how he grew up, which is parents teaching him about music, cooking, and family. His parents never got the jobs they deserved because of the barriers to work for their children. The author is grateful for the things parents did for him so he could get a better life.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,80,0.5,D
13036,5,"Througout the story, Narciso Rodriguez shows examples of how grateful, loved, and unified his family felt with their struggles they had overcame and heritage they were proud of. Paragraph @NUM1 illustrates the fond memories Narciso has of his house and childhood. Paragraph @NUM2 displays Narciso's strong sense of family within his local @CAPS1 community. Paragraph @NUM3 explains Narciso's parents' rough journey from Cuba to @LOCATION1, and paragraph @NUM4, Narciso explains how grateful he is for his parents' hard work and determination for their children to have a good life. ""It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent and music but life and love"" wraps up the whole article and shows how grateful and cared for Narciso feels for his warm, welcoming home celebrating life, love, and their Cuban culture.",4,2,,2,,,,,,,,,,,,,,,,,,,,,,147,0.5,D
13039,5,"The mood created by the author is outstanding. The mood is nice, and warm-hearted. the author talks about how the heart of the home is in the kitchen; and how cuban music is always playing this sets a happy, cheerful mood. then, the author talks about how their home is always open and welcome to family and friends. this sets a warm, loving mood finally, the author talks about the cuban feasts and close relatives he has after reading the story, you feel like part of the family.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,89,0.5,D
13040,5,"Narciso creats a mood that shows family ties and unity within his community. By showing the way that each member of the community are willing to help each other gives a positive and freindly mood to the memoir. Also, he shows how members of the community treat each other as family regardless of race or ethnicity. This gives the the memoir a loving and accepting mood to it.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,68,0.5,D
13042,5,"The mood created by the author I think he was in a good mood because the story didn't talk about nothing bad it talk about happiness and how parent reas their @CAPS1 with no help of any one, and how their @CAPS1 felt when they were big they were happy and proud.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,53,0.25,F
13044,5,The author of the memoiar was writing about a boy who grew up in @LOCATION1 and loved his first home. the @CAPS1 of this story is that happiness can be created and kept in one place. The boy in the story was very happy about how his parents took care of him and gave him a safe enviroment to grow up in he said that home is were @CAPS2 feel geruenly happy and want to stay there the rest of your life.,1,2,,2,,,,,,,,,,,,,,,,,,,,,,82,0.5,D
13048,5,"The mood that the author was trying to create was a sense of hope, family and happiness. Hope was @CAPS1 because his family helped others by letting them temporarily stay with them until they got back on there feet which provided hope for the extended family. Family was @CAPS1 be cause in the last paragraph he is explaining how in this tiny apartment you learned the definition of ""family"" through welcoming refugees and celebrating his first birthdays and having a loving, careing enviroment. Finally I think happiness was @CAPS1 because he was explaining how grateful he was for his parents coming to america to give him a better life and also in paragraph two he was explaining how his home environment was filled with cooking and music which can be factors of happiness. These are some moods that the author was trying to show.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,144,0.5,D
13049,5,"In the memoir ""Narciso Rodriguez"" (who is also the author) is writing about his live changing experience. The mood of the poem is happy. His parents immagrated from Cuba to the United States in 1956. When he was growing up he learned all Cuban traditions and envied them all. He's very proud of his parents for the risk that they took for him. This is why the mood of the story is happy.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,74,0.5,D
13052,5,"The author creates a happy and grateful mood in the memoir. Here the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home. In our neigborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship. I will always be grateful to my parents for their love and sacrifice. There is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are. It was in this simple house that my parents welcomed other refugees to celabrate their arrival to this country and where I celebrated my first birthdays. It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent and music but life and love. It was where I learned the real definition of family. I will never forget that house or its gracious neighborhood or many things I learned there about how to love. I will never forget how my parents turned this simple house into a home",2,2,,2,,,,,,,,,,,,,,,,,,,,,,198,0.5,D
13053,5,"The feeling in this article when it talks about family is love, peace, happiness, and gratefulness. Narciso understands that his parents left everything in Cuba for him. @CAPS1 could tell that his parents love him very much and @CAPS1 is grateful for that. In paragraph @NUM1 @CAPS1 states, ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 has the opportunity to be born in @LOCATION1 and having a better life. Narciso also learned that @CAPS1 could love a non blood relative because they could be his family too. There were many people that were like family to him. @CAPS1 loved them and they were happy spending time with each other. In this memoir the mood would most likely be happy and loving.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,127,0.5,D
13055,5,"the mood created by the author, I would say good. there very gratefull to there parents about everything. family is very important in the excerpt. In paragraph @NUM1, where it says ""Here, the innocence of childhood, congregation of family and friends, and endless celebrations that encompassed both"" is an explanation of how and why there so gratful towards there family. In paragraph @NUM2, where it says ""growing up in this great environment instilled me a great sense that ""family"" had nothing to do with being a blood relative."" explains that being close to someone doesnt mean you your blood related.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,100,0.5,D
13058,5,"The mood the author created in this memoir is very happy and relaxed. It is also very opening. It is opening because it says we let anyone we consider family stay over for however long period of time. They are very happy and relaxed because in paragraphs @NUM1 it seems like everyone is mellow, and greatful to be in this country. They are so happy to have decent jobs, and new lives. This is the mood the author swings into the story. The author did a great job fixing these into the story to make it flow very well.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,99,0.5,D
13059,5,"The mood created by the author in the memoir is very greatful and happy. For example in paragraph @NUM1 it says that his parents had good cooking skills and then notes that he is very greatful. So basically he is very greatful that he had or has a chance to life as @CAPS1 and have the opertunities that others don't have. And very, very happy that he did not just live in a house. his parents made it into a home with loving memories and his family moments.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,89,0.5,D
13060,5,"The mood of the @CAPS1 of the text ""Narciso Rodriguez"" is very thankful and happy. I can tell this because in @CAPS2 @NUM1 it shows how greatful @CAPS3 was to live in that house with his parents. And in @NUM2 it says how much love Narciso had for his parents and how thankful @CAPS3 was. And finally in @NUM3 the @CAPS1 tells the reader how @CAPS3 was thankful for immegrants for giving their children a new begginning @CAPS4 are ways you can tell the mood of the @CAPS1 in the text",2,2,,2,,,,,,,,,,,,,,,,,,,,,,91,0.5,D
13061,5,"I think the mood was happy and @CAPS1. Because They @CAPS2. The boy Loved his parents. They had to leave theirs friends. Some family there and They would miss them, but the parents wanted a better life for thier children. They were @CAPS1. to Move.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,45,0.25,F
13062,5,"The author created a mood of happiness and love. When Narciso Rodriguez was thinking back to the past he loved his home and his parents for what they did for him. The way, he lived was the mood of his house. It was free and welcoming. Just as the way his parents were to other immigrants. Narciso Rodriguez's cubian home was one of the most important things he cared about and grateful for.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,74,0.5,D
13063,5,"The mood created by the author in this memoir was more of a homey-heart touching mood. To know that his family helped other immigrants in their time of need, in any culture, was really getting the point across. That where you live is just a house until you make it a home.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,53,0.25,F
13064,5,"The mood created by the author in the memoir was a happy mood. It is a happy mood because Narciso finally knew what family actually meant.For example when Narciso says ""It was in this simple house that my parents welcomed other refugees to celebrate their arrival to this country and where I celebrated my first birthdays, It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent and music but life and love."" This quote shows the mood that Narciso had wich was happy.In conclusion Narciso had a happy mood because he finally knew the real definition of family.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,114,0.5,D
13065,5,"In this @CAPS1 this is the mood I think the author is trying to create. Well I think its happy. I believe this because he doesn't use depressing words or ephrasses. Also, he had a great family. He had stateted that he enjoyed his lifestyle and his home!",1,1,,1,,,,,,,,,,,,,,,,,,,,,,49,0.25,F
13066,5,The memoir of the author were of is house as a kid. and How it was made In to a home for him and his famaliy,0,0,,0,,,,,,,,,,,,,,,,,,,,,,26,0.0,F
13067,5,The author did a good job bringing different moods into the memoir. There was a sad mood but also happy at times to. When there was a happy mood the memoir was more enjoyable. The last sentence leaves people knowing he wouldn't trade it for anything,0,1,,1,,,,,,,,,,,,,,,,,,,,,,47,0.25,F
13068,5,"Throughout this @CAPS1 there is a very happy and loving vibe. This is shown in paragraph @NUM1, ""Passionate Cuban music filled the air, mixing with the aromas of the kitchen. Here the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, form the backdrop to life in a warm home. This paints a glorious picture of what @CAPS2 life in the house was like. Another example in the text is at the end, in paragraph @NUM2, ""I will never forget how my parents turned a simple house into a home."" This shows with happiness and love, It does not matter how rich you are, or what you own. Anything can be a home.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,119,0.5,D
13069,5,"It brings a happy mood. It brings a very warm feeling about you. It gives you an understanding of how people use to live. The family had a close relationship almost like family with their friends. They like to have people over their house and cook for them They considered people that werent really their grandparents, grandparents. He got to grow up in a very nice family and in a nice way. They brought love to all people.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,78,0.5,D
13070,5,"The mood created by the author in this memoir is happy and loving. The author resortes to specific things she loves it remembers, such as her parents, family and friends. She also explains her past with such detail and care. When she explains the kitchen she talks about the music and the aromas and all the love of her parents. When she talked about he friends she mentioned Alegria her neghbor, baby sitter and first friend. The author talks about how her parents let friends and family in so often that it was a close-knit comunity and everyone cared and loved each other.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,104,0.5,D
13072,5,"The mood was calm as if it was a wonderful place to be in that will also makes like wanting to live their forever. As in the relevant it says ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home"". Passing the mood of his great @CAPS1 house and his coulture in this relevant it shows that they have wonderful times and great friends.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,80,0.5,D
13076,5,"I think the mood that is created by the author in this memoir is cheerful and welcoming. In paragraph @NUM1 he says, ""My parents always kept their arms and the door opened to the many people we considered family, knowing that they would do the same for us."" The author is explaining how their house was always open to anyone that ever needed, all wanted to come, which is a very welcoming feeling. In paragraph @NUM2 he says, ""I will always be grateful to my parents for their love and sacrifice."" The movie is creating when he is saying this is very cheerful because he is very happy and grateful for what his parents did for him, and by him showing that it makes the mood cheerful. In paragraph @NUM3 he says, ""they came selflessly, as any immigrants do, to give their children a better life even though it meant leaving behind the families, friends, and careers in the country they love."" When he says this, you just get this nice, warm feeling because they gave up everything they loved just so that their kids could have a better life. This gives off a very happy and cheerful mood. In conclusion when the author talks about his family, and his life he gives off a very cheerful, and welcoming mood.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,220,0.5,D
13077,5,"The @CAPS1 of the @CAPS2 was happiness and out going, nice @CAPS3 told it good @CAPS3 felt happiness Solidarity.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,19,0.25,F
13082,5,The author fellt happ she war born in the @CAPS1. S. A. But she loved her cubin haratig.,1,0,,1,,,,,,,,,,,,,,,,,,,,,,18,0.25,F
13084,5,"I think the mood the author is trying to give is thankful, and satisfied, and that he is loved. An example of his satisfaction is ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the to life in our home."" And an example of his thankfulness is ""My parents both shared cooking duties and unwittingly passed on their rich culinary skills and love of cooking that is still with me today..."" And lastely an example of him being loved is ""Growing up in this enviorment instilled me a great sense that ""family"" had nothing to do with being a blood relative."" I can tell that Narciso feels all three of those feelings and he presents it well.",3,2,,2,,,,,,,,,,,,,,,,,,,,,,126,0.5,D
13085,5,"The mood created by Narciso Rodriguez in this memoir. Is a very happy and grateful mood. It is happy because in paragraph @NUM1 it says ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, Formed the backdrop to life and are warm home. It is grateful because he says in paragraph @NUM2 ""They came selflessly as many immigrants do, to give their children a better life, even though it means leaving behind their families, friends, and careers in the country they loved. In paragraph @NUM3 it says ""I will always be grateful to my parents for their love and sacrafice. This is the mood created in this excerpt.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,116,0.5,D
13087,5,"In the memoir of ""Narciso Rodriguez"" by Narciso Rodriguez. The mood of the reading could be described as grateful. I can sense this mood by some of the things Narciso Rodriguez mentions. The author would constantly say ""thank you"" to his parents for all the sacarfies they had to mak for a suitable living enviroment for Narciso. It also states that ""there was no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and demonstration of how important family and friends are."" Over all, in the memoir of @PERSON1 the mood can be mainly described as Grateful towards his parents, heritage and home.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,112,0.5,D
13088,5,The mood of the author changed during the memoir because in the beginning of the story he had mood of just telling where the character was from and where he was born. On paragraph @NUM1 he has a ill do what it takes mood. For example he was grateful about his parents and his life he was okay on how things were and he loved it. On paragraph @NUM2 and seven the author feels relieved and happy because he writes about the character remembering the good old times.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,88,0.25,F
13091,5,The @CAPS1 @CAPS2 a lot of his @CAPS3 in the story. The @CAPS1 creates a mood that makes you think about your self and your family. He talks about his family and when he was a boy and were he grew up. The @CAPS1 also spoke about his parents and there life. He also talkes about how he and his parents lived in a neighborhood with imigrints. The @CAPS1 talks about how it is hard for him and  his parents to leave without the rest of there family. The @CAPS1 also talkes about how he loves music and how he loves his parents as well. His parents helped him and gave him hope. He also uses music to simbolize his life. Now he is a successfull fashion designer.,2,2,,2,,,,,,,,,,,,,,,,,,,,,,128,0.5,D
13092,5,The mood created by the author was proud of being cuban. Proud of their heritage that the whole family have. And grateful with her parents and family.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,27,0.25,F
13094,5,"The author of the memoir mood created was intence, strange, happy and sad. Happy because the change the simple house to a home. Sad because is hard to leave something behind. Intence because because is hard to move on. Lastly Strong because he was strong inoff to leave that behind even though it was hard.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,55,0.5,D
13095,5,"The mood created by the author in the memoir is very luring, like you read one sentence, then you want to read more. In the story, she says how her parent have to start their lives all over again. But, then she says that they're just happy to be together in good old @LOCATION1. Just because you have very little, doesn't mean you can't live it out the fullest. Be happy with what you got or don't have anything at all is what this story is telling me in my mind. So I will follow my life to the best like Narciso and her family did.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,110,0.25,F
13096,5,"The mood created by the author in the memoir was mellow because he's talking about his life and his greatfuless to have been raised in @LOCATION1. Also the mood was happy, because he said ""I will never forget how my parents turned this simple house into a home"" which is him talking about how his parents made @LOCATION1 feel like home. Those with the moods of the story",2,2,,2,,,,,,,,,,,,,,,,,,,,,,69,0.5,D
13097,5,"The author that created the memoir created a cozy home feeling which made The reader feel the same way. The thing I mean by cozy home feeling is that the author showed how narciso and his family got along and helped people in there family, friends, and people who just needed a little help.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,54,0.25,F
13098,5,The authors mood towards the memior was ok I guess. In some areas it was low. It could of been better.,0,0,,0,,,,,,,,,,,,,,,,,,,,,,21,0.0,F
13100,5,"The mood in the memoir represents friendship, family, helpfulness, one example of helpfulness is in the @NUM1 paragraph it says ""It was a close-knit community of honest, hard working, immigrints who extend a hand to people who, while not necessarily their own Kind, were clearly in need."" @CAPS1 good example of the mood in this memoir is family but also ties back to helping is in paragraph @NUM2 it says, ""My parents always kept their arms and their door open to the many people we concider family. Knowing that they would do the same for us. This is what the memoir is about.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,104,0.5,D
13101,5,"They were sad through some of this memoir. The first reason why they were sad was that they left there familys. They also had to leave the country of Cuba. And left their friends to. They were also happy too. The reason why is because it is a Spanish, Cuban, and @CAPS1 comunity. So they feel like they are at home.    They were made because they would half to start there life over. They would have to find new jobs and transportation.                                                                                                                                                                                                                                                 ",1,1,,1,,,,,,,,,,,,,,,,,,,,,,82,0.25,F
13102,5,The mood created by the author was a happy and exciting mood. This is because the family was so excited about moving to a new place with better oppertunities and educational purposes. It also changed a regular house into a special home for them because they had people over and over and over which finally became family. The neighbors also helped create the mood by not creating any negative action or violence in the author put the family's location in a non-american neighborhood.,2,2,,2,,,,,,,,,,,,,,,,,,,,,,85,0.5,D
13104,5,"When you have a loving family and a beautiful home, you should be very grateful. Narciso Rodriguez was also very grateful. The overall mood of Narciso's story is gratefulness. Narciso Rodriguez was born in 1961 in Newark, New Jersey. His memoir explains how @CAPS1 is grateful for everything. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 would always tell his parents about his admiration for their strength and perseverance. His family cared for everybody and ""Always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us."" All and All the memoir's mood is gratefulness because Narciso was very grateful for everything.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,122,0.5,D
13105,5,"The mood of the memoir is that he is growing up in the house with his Mother and father. His parents giving a hand to people who Need help. One explaination is when his parents moved here and left all of their friends & family in hopes to make a better life for him. Another is showing him about his culture threw music, cooking, celebrations and taking care of other people. His parents let people stay at their home when they Need to get on their feet. And by always having people over for dinner (Aunts, uncles, grandparents, cousins, @CAPS1 etc...).",1,2,,2,,,,,,,,,,,,,,,,,,,,,,100,0.5,D
13108,5,"The author showed his mood very clearly in the memoir. The way he worded things such as ""I will never forget how my parents turned this simple house in to a home"" Showed how happy he was toward his parents. He told us how greatful he was for his parents being so selfless and thinking about him first. He also makes it clear how he is proud and how he greatly respects his parents for the great things they did to improve his life. Also he shows how he admires his parents hard work and bravery for the things they have done. In conclusinon, His overal mood I think is his gratatude toward his parents.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,115,0.5,D
13109,5,The author was in a respectful mood. In the memoir it tells a lot about how his parents took care of him and about his life and how his parents heped him through it. So when the author wrote this he was in a somewhat happy mood because he looked back on all the good times but that can also make you sad too.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,64,0.25,F
13111,5,The mood created by the author in the memoir is a very happy mood. The author's parents gave up everything to come to @LOCATION1 for their soon to be child. They did that so that he could have a better education and for that he is verry greatful. The author loved his home and had great times in their. It is his most favorite place in the whole world and that is why he talks about his home in great detail. The author had great family memories in the kitchen with Cuban music and the scent of Cuban food. The author's mood is gratefull. It is because for what his parents did for him by moving to Cuba. It also is happy because of all the great times he had there. The author would probably want to relive those times as I want to relive  times of my childhood.,3,3,,2,,,,,,,,,,,,,,,,,,,,,,151,0.5,D
13113,5,"The author's mood that is created in the memoir is love and gratitude. The author expresses how thankful he is of his parents to live and grow up in the home they made for him. He says that he knows that family is not just blood related. He tells how his parents had open arms and doors to people in the community who needed help. Their home was filled with @CAPS1 music, food and love. They would have celebrations of his birthday's and people's arrival to the new country. There was this atmosphere of love and thankfulness in his life and that is expressed in this memoir.",2,3,,2,,,,,,,,,,,,,,,,,,,,,,110,0.5,D
13114,5,"The mood created by the author is that @PERSON1 is grateful For what he has. @PERSON1 is grateful for his parents arriving In @LOCATION1. @PERSON1 likes to cook Cuban food and listen to Cuban music. The mood I think also that @PERSON1 is most grateful to his parents for being brave for coming to @LOCATION1, and hes grate ful for his parents love and sacrifise. @PERSON1 @PERSON1 siys he will never forget how his parents turned a simpe house into a home",2,1,,2,,,,,,,,,,,,,,,,,,,,,,82,0.5,D
13116,5,"The mood created in the memoir ""Narciso Rodriguez"" by Narciso Rodriguez is comforting. ""Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the Kitchen."" @CAPS1 a sense of home, spending time with the ones you love. Is it not comforting?",2,1,,2,,,,,,,,,,,,,,,,,,,,,,48,0.5,D
13117,5,The mood that was created by the @CAPS1 is that no matter if your an immigrate or not one you could make friends and have family that you love still with you and could make some friends. Another mood that he talks about is tha his parents and how they love to cook together and are selflessness too.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,58,0.25,F
13118,5,"In the memoir ""Narciso Rodriguez"" by Narciso Rodriguez the mood is happy and warm. This is because of the strong and caring relationships talked about in the memoir. As stated ""I will never forget how my parents turned this simple house into a home."" @CAPS1 the story that is what is talked about. In the story he talks about being aroud ""family"" people who arent blood realative; just that can make a person happier @CAPS2 the memoir make the reader happier because the author is writing about happy memories he'll never forget. Although it was simple the author put a lot of deep emotions that were portrayed in the story, which made the story has a deeper mood.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,119,0.5,D
13119,5,The mood in this memior is happiness because she was so happy that his parents have moved to a bigger apartment then they previously had. She was happy that the landlords daughter was nice and always set the table for them. Sometimes his aunt and cousins would go over and eat at the table as well. He explained that the landlord's daughter was his first friend and she was also his babysitter. He also explained his friendship was happiness.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,80,0.25,F
13120,5,The mood is created by the author is how Narciso is so grateful for his parent's Love and sacrifice,1,1,,1,,,,,,,,,,,,,,,,,,,,,,20,0.25,F
13122,5,The mood in the story is happy. Growing up the main character had a great sense of family. He states his realatives usually join them for diner. H loves his parents because they always had their arms open to any type of realative. Lastly the author was thankful because his parents gave up their lives in cuba to make his better,1,2,,2,,,,,,,,,,,,,,,,,,,,,,61,0.5,D
13125,5,"There are many ways the mood was created by the author in the memoir. One way the mood was created by the author in the memoir was by the author's past memories. An example of this was ""passionate Cuban music (which I adored to this day) filled the air."" This supports the idea that the mood was created by the author in the memoir because culture music came from the author's memories, which is the mood. Another way the mood was created by the author in the memoir was by the author's opinions of the memories. An example of this was in paragraph @NUM1 ""(and for which I am eternally grateful)."" This supports the idea that the mood was created by the author in the memoir because the author expressed their opinions in there own way which set the mood.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,143,0.5,D
13126,5,"In the excerpt ""Narciso Rodriguez"" from Home: The Blueprints of Our lives, shows an specific mood. The mood from this is happieness and satisfaction. The family is happy because they got a new home, they have a child, and they made pretty good friends from the nabiorhood. The satisfaction part is in there too when they are satisfiyed with what they got like, a job, a home, family, friends, and they are makeing money. After all moods depend on your surroundings, like the people not the merchendise. And thats all that matters.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,92,0.5,D
13127,5,"By reading the memoir I know that a Family @CAPS1't Just a Family because they are blood relative a family is about loving eachothor and always being there for eachother The author is greatfull For everything his parents have doneFor example in paragraph @NUM1 he says ""I will alway be greatful to my parents for their love and sacrifice.""",1,2,,2,,,,,,,,,,,,,,,,,,,,,,60,0.5,D
13130,5,"the mood created by the author in the memoir is how he was living with his family in the house.     the specific revelant in the story is said ""the innocence of childhood the congregation of family and friend and endless celebration,"". and what he want to show how he was living with many people and he is a immigrate",2,1,,2,,,,,,,,,,,,,,,,,,,,,,59,0.5,D
13131,5,"The mood created in the memoir is thoughtful and caring. ""I've often told them that what they did was a much more courageous thing that I could have ever done. Narciso is very thankful and feels very much beloved in his family. In the mood in this memoir is not just thoughtful or kind or caring, it's the feeling loved and loving that feeling. ""It was here where I learned the real definition of family.""",2,2,,2,,,,,,,,,,,,,,,,,,,,,,77,0.5,D
