essay_id,essay,output_1,output_2,answer_counts_1,answer_counts_2,argmax_match,human_grade,output,answer_counts,entropy
3268,"Books are books, and as well as magazines, music, movies, etc., therefore one purpose only right? To read them well thats what I thought. Even though books, magazines and even some movies might offend some people, that doesn't mean they should be tooken off the shelf.      I think they shouldn't be tooken off the shelves. Beacuse if someone just like you wrote it, someone like you will probably be even more willing to read it. Though sometimes the books and magazines are inappropriate and @MONTH1 offend some people, doesn't mean they should remove them entirely because sometimes people need to read things there not completely comfortable with. Because reading about things that you don't know about entirely sometimes helps you learn not to do those bad things. It also helps prevent some kids to not smoke and do drugs if they hear or look at those things from experience.     Books and magazines that offend people are only telling them what they don't want to hear. Even though you @MONTH1 not want to hear about it, drugs and sexual content are always going to be in the surroundings of our children to see or experience. Putting a book or a magazine about drugs in libraries are not going to make kids or people try drugs. Its the people that can't control themselves when they get around it or see it or even hear about it. It's called self control and some people have it some people don't. Reading a book about drugs will only prevent things like that from happening.     So I think libraries should just leave the books on the shelves. If some people don't want to see it in their local libraries then they don't need to pick up the book, magazine or watch the movie. These books and magazines and movies only help us become stronger people. They also help us as a community to try and stay clean. These books are very important to the community to read so they don't ever get the tendency of doing those bad things.     This is why I think books that offend some people should't be removed from the libraries. The libraries itself just need to move the books and magazines to another section of the library if they don't want to see or accidentally read about something that could possibly offend them. This could help the people avoid such things. Libraries just need to keep the books and magazines and movies on the shelf. Just as they are today in our local library",C,C,{'C': 10},{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
4173,"Can you believe that some people think that books should be banned for having bad things in them? Well I can, Children today are learning nothing but violence and cursing these days. Banned books could be the way we set them stait and make them recognise that stuff is bad.      Only a handfull of kids these days are choosing to read books, a majority of them are playing video games and watching tv. Chilren shouldn't be alloud to swear, or think that violence is alright. Chilren will read these bad books and think it is ok to shoot someone if they are doing something they don't like, but it's not alright. Banned books are exaclty what children need when they are in their younger years.     Banned books might have foul language and violence, but I believe that it is ok to let your teen or young adault read them if they are mature enough to handle it. Teenagers should be mature enough to be able to read a book with a few swear words in it, or someone killing another person. Some banned books don't even have swear words in them; '@CAPS1 @CAPS2' doesn't have one swear word in any of the books but still it remains on the banned books list to this day.      Some books, movies, magazines, etc. should be removed for profanity and drugs. I do believe that someone is trying to make a difference with the banned books list. Censorship should only be used if a person is too young to understand why or what is happening when they say a bad word or do something confusing.      In conclusion I think censorship is a great thing that should be used moderatly. The children today dont need to be learning about sex, drugs, swearing, violence, etc. I do believe if they put an age limit on what you can watch/read that it will be a more controlled topic to talk about.",C,C,"{'C': 9, 'D': 1}",{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 0.95, 'D': 0.05, 'F': 0.0}",0.2864
405,"@ORGANIZATION1, @NUM1 out of @NUM2 people surveyed in @LOCATION1, @CAPS1 agree that the use of computers benefits society. I personally concern with these @NUM1 people, computers have a positive effect on people. There are multiple reasons why I think the use of computers really benefits society, including it can teach good hand-eye coordination, give people the ability to learn abour faraway places and people, and even allow people to talk online with other people. Once again I do believe computers can have a positive effect on people. First of all, its's a proven fact that most sports on physical exercise to involve hand-eye coordination to some extent. The computer can help reach people from a very young age good hand-eye coordination. When a person uses a computer they have to keep an eye on the screen but still be able to use the mouse or keyboard. This takes alot of coordination if you think about why don't even love to look at the mouse on keyboard when they are typing, they just know where everything is. People disagree with what I'm saying often use the excuse that when people spend to much time on the computers they aren't getting enough exercise. However, I believe that is not true. The hand-eye coordiantion people learn on the computer help to improve their skill and coordiantion in sports, for example in baseball a person has to be looking at the ball to catch it, but at the samee time they have to move their arm to catch it. That is were the hand-eye coordiantion helps. This proves that computers can benefit society through teaching people hand-eye coordiantion. In addition to this @PERCENT1 of teachers at @ORGANIZATION2 believe that computers can be used as a great tool to help students learn. Computers give people the ability to learn about far away places and people. They give people acess to information about a foreign place or people be available in or other resources areas. On the computer one can go to a search sight and type in my place in the whole world. Then all they have to do is search and they have dozens of with information of that place and pictures, @CAPS2 are a society that is advencing in technology people are learnings learn and they can wtih great the of a button. In addition is think it's also a tool in schools. Teachers can have students do projects about different countries on people and the student can easily that the information on the computer. Computer benefit society in the way that they can teach about different loaction and people. Computers can help people become interested in these different topics and @MONTH1 be even inspire some people to go to these faraway places or hack different people. Finally, @NUM4 out of @NUM5 people asked had some kind of way to contact with people online, whether it was through email or facebook. Computers allow people to take online with other people. In our modern society it is very important that a person has friends, are great why to keep in with friends, if live very far away from you on it haven't to them in a while connecting them on the computer is a great way to keep i touch. Those who disagree with my opinion believe that spending time on the computer means less time with family and friends. I believe taht is just the opposite. Since @CAPS2 are living in modern ages families understand that kid leaves to college they might be going far away or even across the country. Having computer allows that family to chat an easy way to keep in contact talk with each other. People talking each other on line is just another way how computers benefit society. Its now or never! Computers can have benefit society. They reach people hand-eye coordiantion can be use all through our life. Most importantly they give people the ability to learn about faraway places and people. Lastly they allow people to talk online with others. @CAPS2 are living a modern time, society is advancing everyday and computers are a huge part of it! They are having a positive effect on people.",B,C,"{'B': 9, 'C': 1}","{'C': 5, 'B': 5}",False,B,B,"{'A': 0.0, 'B': 0.7, 'C': 0.3, 'D': 0.0, 'F': 0.0}",0.8813
4115,"I am writing this essay to you to tell you. That offensive books,music,movies,magazines,etc., Should not be on our library shelves. Because If are kids pick them up there will be @CAPS1, and crime. Some people mite ask how do I know this well say you see this cd cass that says black mans only cd. And a white boy picks it up well then a black kid sees it and that white boys hand the black guy will try to rip it out of his hand. Therefore starting a fight.",D,D,{'D': 10},"{'F': 1, 'D': 9}",True,F,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.95, 'F': 0.05}",0.2864
433,"The amount of computer usage has been significantly growing over the years. Adults and children are spending huge amounts of their time on computers. Though these divices @MONTH1 seem entertaining and helpfull. Well that is not all true. Computers are being used for more then just work. It seems to be the peoples new way of comunication. Communicating with others has always been a great part of our lives. There is not a person in the world who has not had some form of communication with others. Though computers seem to abuse the privlage of communication. For talking on an online chat sight is easier and more convient for people. The people in those charts are not always sho they claim to be. This pushes a huge danger on those signts @CAPS3 children of all ages now are using them. These children fo not always know who they are talking to, but @CAPS3 its online they say anything that into their mind. The way @CAPS2 talk tao people in person is not the same on line. When communicating with people on the computer the writer tends to short hand things. Such as the word ""you"" would be spelled ""u"". These quick changes happen without thinking, and become a natural habit. These changes quickly become a part of our communication and writing. So instead of seeing the sentence ""@CAPS1 did you think about her project"", @CAPS2 will see ""wat did u tink bout her pro."" @CAPS3 of this many childrens grades could be affected. For their spelling will soon become and the vocabulary will be, or all in slang. This vocabulary change could be prevented if computer were not used as much. Today @CAPS2 are seeing going outside. No one ever needs to go anywhere if all theire communication can be done at home. This isn't just hurting ourselves but also the environment. The less time people spend outside the more energy is being wasted. The times @CAPS2 do go outside is for simple tasks such as taking out the trash. This is hurting our environment! There are not as many people taking care of our planet. People are not taking the to make a garden, plant some tree's or simply pick up some trash on the side of the road. If @CAPS2 would all just take the time, maybe only ten minutes adays to help our environment it would be helping our bodies and also helping our planet. This would reduce the amount of people using computer's and change the way @CAPS2 see our civilization today. So please help yourselves and the earth stop talking on the computers and get out and do something productive. The computer will always be there, but @CAPS2 only have one of us and one ofour planet. @CAPS2 dont want to destroy these over a simple piece of technology.",D,D,{'D': 10},{'D': 10},True,A,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
3523,"Does it ever come to mind when your child says they're going to the library to study, but in reality they could be going there to find books about murder, violence, or possibly helpful information. @DATE1 when searching through the library you never know what @CAPS3 will find on the shelves. Most of the topics of books, music, movies, or magazines are helpful. But there's always that one @CAPS2 that you don't want your child finding, or that one movie you just hope your child isn't watching! I strongly believe that the the types of topics like violence and murder should be taken off of the library shelves.      When going to the library parents should be able to trust that their child is actually going there to study, not to look up bad books, movies, or magazines. Too many books and movies are showing that relying on violence is a good thing. For example when children are searching for a good book they aren't looking for something boring, they're looking for something that catches their eye. Most of these books resulting to violence. The more kids read about this, the more they think violence is okay.      Also magazines like '@CAPS1 @CAPS2' or '@CAPS3 @CAPS2' are now showing stories of drugs use, teen pregnancy, or death of famous @CAPS3. @DATE1 our world has been increasing in the drug use of teens and adults, also the pregnancy rate of teens has went up dramatically in the past few years. These two things are not okay. I personally believe the reason these two topics have went up is because kids are thinking it's fine since they're reading about it in the new magazines, or seeing it on a tv, or reading about it in a book.  Kids or teens are believing it's easy to have a child at such a young age, or using drugs is cool because all the hot famous @CAPS3 are using them, which is shown in the magazines and books. But what kids aren't understanding is that it's really not as easy or fun as the movies, books and magazines are making it sound.     What happened to the library's that had information that was actually helpful in school? I understand that @CAPS3 are wanting to read about famous @CAPS3 and what's new with them. But when all of these types of books, magazines, and movies are put into our libraries it is limiting the amount of actual helpful information kids need for school or adults are needing for work. When I was younger,  I would go to the library and I either went thier to study or to check out a good book. Not a book about violence, murder, or teen precnancy. Kids need to be able to rely on the libraries for a good book or information that will help them in school, not on topics that don't relate to school at all.     As author, Katherine Paterson said, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf'. I believe she is correct, these types of books, magazines, and movies that we don't want our kids finding need to be removed from the shelves of our libraries @DATE1",B,B,"{'B': 7, 'C': 3}","{'C': 2, 'B': 8}",True,C,B,"{'A': 0.0, 'B': 0.75, 'C': 0.25, 'D': 0.0, 'F': 0.0}",0.8113
3013,"A book represents a person's beliefs and feelngs about a topic. Therefore censoring books is wrong because it goes against freedom of speech. I do not believe books, or other media should be removed because while it @MONTH1 be offensive, if it is the truth about something then we need to read about it to prevent tragedies from happening again. A person who finds a topic offensive isn't forced to read about it. If we do not accept other people beliefs, we are just as prejudice as the books we are trying to censor.      Many books that are threatened by censorship are books about historical facts, such as the holocaust. I think we have the right to know about important events. For one reason, if we forget about such things, than they are more likely to be repeated. Do we really want the murder of millions of people to be repeated? Just becaused we are ashamed of something dosen't mean we should sweep it under the carpet where it can lay hidden waiting to stike again like a hungry alligator. Instead books about prejudice events should be kept out to show an example of how we shouldn't act.     While some books are censored because of shame, some are censored because a certain group of people @MONTH1 find it offensive. There is a much easier solution that censoring those books. The offended groups should just ignore the book. If it is offensive in the first place then no one should be forced to read it. The book shouldn't be forced in any other way like posters, and television broadcast. It should be kept in a certain section of a library so parties wishing to avoid it can.     The main reason for a book to be censored in the first place is because someone finds in offensive. However, isn't keeping someone from saying something just as offensive? To @CAPS1 A @CAPS2 is a big target for censorship, but it is about treating everyone fairly. If that book like that was censored, it would be like saying some people are better than others. Another big target for censorship in some countries is the @CAPS3. Censoring that book would basically tell the @CAPS4 population that they are wrong.     Censoring something is wrong. Not only could it cause sad events to repeat themselves, offended parties can just simply avoid the book. While some books offend people, censoring a book can be just as offensive to other parties. The simplest thing to do is to leave it up to the reader to decid if they should read it, or not.",A,B,"{'A': 5, 'B': 5}","{'A': 2, 'B': 8}",False,C,B,"{'A': 0.35, 'B': 0.65, 'C': 0.0, 'D': 0.0, 'F': 0.0}",0.9341
624,"There are many great things about computers. If we were to loose them then our lives would change dramatily. You can use computers for exercise then it is also up to the @CAPS3 on limits. Last it can save lives Computers are great, if we were to loose them. There would be no more internet. you would't be able to talk to friends on @CAPS1 or e-mail. Cell phone prices would go through the roof. We would technacly be going back @NUM1 to @NUM2 years. Last with out computers there would be more diffeculty in large companies Computers can help exercise. One way is we can find closest gyms on the internet. We can find what is healthy to eat right away You can also get one of those @CAPS2 fits for a computer. Also you can find free work out videos. Next, it should be up to the @CAPS3. It is their discretion if they see that the child is spending to much time on the comuter and gaining weight they can easaly limit it. they can say for very hour your on the computer you have to do an hour of exercise. Lastly the computer can save lives. Before computers medicine like tylonal was used for everything. Stuffy nose, headache, cold etc. Now we can go on the computer to find weather the medication is at all dangerous. You can also find the nearest hospital. Finally, computers can do a lot of good, even though it can make less unhealthy if you spend to much time on it it can save your life. It can also destroy companies and our lives, @CAPS3 can give limits and computers can used to exercise. So reading this essay please don't take away our computer",D,D,"{'D': 5, 'C': 5}","{'C': 4, 'D': 6}",True,C,D,"{'A': 0.0, 'B': 0.0, 'C': 0.45, 'D': 0.55, 'F': 0.0}",0.9928
446,"Dear @LOCATION1 @CAPS1, I strongly believe that people should cut down on using the computer. Just imagine, more people outside and healthy. Less cyberspace bullying, and less burning of electricity. My first reason why people should spend less time on the computer and more outside is because @PERCENT1 of people that use the computer more than two hours a day are either at risk of being overweight or are overweight. Also, @PERSON1, from @ORGANIZATION1 says @CAPS2 people believe that using the computer gives you benefits, but they dont. They increase your chances of either being overweight or getting diseases such as diebeties. Its imperative that the community takes action to stop this from happening. In addition, my neighbor, @PERSON2 had to do a study to interview overweight adults and teenagers. @CAPS3 told me that @PERCENT2 of the @NUM1 people @CAPS3 interviewed said they dont go outside and use the computer for about @NUM2 hours a day! I implore the citizens of the @LOCATION1 area to cut down on internet time and go outside to enjoy nature. My second reason is the less people on the computer means less cyberspace bullying. @NUM3 out of @NUM4 people that use the socializing websites have experienced more than @NUM2 encounters of cyberbullying also my sisters friend, @PERSON3, overdosed on advil so @CAPS3 ran comitt suicside because of cyber bullying. Someone had said @CAPS3 was ugly, smelled and should ""go die in a hole."" @CAPS3 didn't tell anyone about this. Luckily her mother brought her to @CITY1 @ORGANIZATION1 fast enough to be put on life support for @NUM6 hours. furthermore, if people cut down on internet socializing website than less people will be in danger of cyberbullying affecting their lives. It's excruciating imperative for people to use the computer for only @NUM7 or @NUM8 hours a day. My final reason is, the less time you use your computer the less money you would be wasting on electricity bills and spending more time on family vacations. Dr. @DR1, from the peabody museum in @LOCATION2 begs people to use less electricity and power on the internet so the environment can slowly rebuild itself to be what it was before technology and electricity was invented. In addition, @PERCENT3 of power used in todays homes is used on computers. Also my grandmother is astounded by what todays technology is doing to the environment and the people behind this madness or electricity. @CAPS3 believes that the less time on the computer means more time on family vacations and with friends. Lastly, it's extremly imperative that people stop using computers as much to help their health their self estem and environment. A case take action to stop using computer @NUM9. Thank you for reading my paper.",B,C,"{'C': 4, 'B': 6}","{'C': 6, 'B': 4}",False,B,B,"{'A': 0.0, 'B': 0.5, 'C': 0.5, 'D': 0.0, 'F': 0.0}",1.0
4522,"Im alot of things but i am surley not a reader.But i do believe that you should be able to publish anything that you want over any topic. weather that be a grafic novle or a didry maggazine. nothing should be taken off the shelf for being offencive if it offends you dont pick it up or much less read it.      Say i wanted to write a book but people say it was too disgusting, i would still be able to write it and sell it. anything that anyone has a problem with they try to band or get rid of it. instead why dont they just get over it? we have rights every individual person from me to you we all have them, and should be able to use them to the full exstent of what they can be used for.     Call me old fashoned but, I beleive in freedom of speach and the freedoms that we have lost solders over and the freedoms we have every single day we live. I think drinking every @DATE1 of the week is wrong but, you dont see me on the news yelling about it no i deal with it just like people should deal with the things they dont like.      so i hope in this essay ive made good points in making sacrifices and dealing with things and not act on something you shouldent be able to change, thank you for taking the time to read this.",D,D,"{'C': 4, 'D': 6}","{'D': 8, 'C': 2}",True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.3, 'D': 0.7, 'F': 0.0}",0.8813
68,"Dear Local Newspaper @CAPS1, I am writing to you about my opinion on the effects computers have on people. I believe that there can be both good and bad effects. Computers make things easier for people, but they are also too dependent on. Man-kind should use books for research also not just computers. Computers are very helpful for people. For example, if you really wanted to see a certain movie but you don't want to stand in line, people can go to movie tickets.com and purchase their tickets. Then, once you get to the movie theater, all that's left to do is walk over to the kiosk and redeem your tickets. Another example is that computers allow people to pay their taxes. There is special software that is able to be downloaded onto your computer. Once the software has been installed, it will usually lead you, step by step, through the process of paying your bills. It's much faster and much easier than paying ""manually"". These are some really good effects that computers have on people. Computers also have their flaws. Over time, computers have caused most people to be lazy. Some people have become too dependant on their computers. Business owners, or businessmen and women in general, are @CAPS2 on their laplops or blackberries. Everywhere you look there is another adult on the internet or e-mail. Not only adult's do this though. Students are becoming more dependant on the internet. For every assignment practically, students use google or bing. Sometimes they use or wikipedia. Students should just take the time to use their extbooks. The student body would rather watch @CAPS3, play video games, or text than do homework. This is understandds because homework can be boring but it all pays off in the end. Taking the extra @NUM1 minutes to use a textbook won't kill anyone. No one has died yet from using a book instead of google. Also, in using a textbook, you will understand how to do whatever you're doing. That isn't so bad, is it? Computers, as you can see, have both good and bad effects. It's easy to use the internet for homework but that doesn't really help you. Making purchases is fun though. It saves gas money and time. I hope you and the readers of this paper see my point of view.",B,B,{'B': 10},{'B': 10},True,B,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
900,"Dear @ORGANIZATION1, I am aware that some people think computers have a negative affect on others, but I think it's the opposite. Computers have completely changed the world. People can save work on them, visually experience things they've never seen before, or even catch up with old buddies. In my opinion computers have a positive affect on people. With computers you can create documents, pictures, and even movies that will stay on your computer forever. How about your newspaper company? Does somebody hand write every paper that comes out? Without computers hundreds of copies of your newspaper wouldn't be able to b made every day. Not to mention, what would happen if you didn't use computers and a fire occured? All of your hard work will be turned into ash, but if it was on the computer you be able to retrieve it. You can save anything on a computer. Another reason why computers have a positive affect on people is because throught the internet you can visually experience places or things you couldn't before. If I was going to book a vacation I wouldn't just trust a book, I would wont to go on the computer so I could see pictures, videos, or hundreds of other articles I couldn't see anywhere else. This goes for anything else like furniture, instruments or even cloths. Computers offer alternative views that books don't. Not only can computers save data and give you visuals, but they give you an oportunity to catch up with old friends, relatives, or even meet new people! Instead of endlessly searching through phone books you can just type in their name and you bound to find somewhere on the internet. Popular websites like @CAPS1 make this extremely easy. When my dad was in search of his childhood friend he typed his name on @CAPS1 and ended up calling him @NUM1 minutes later! That wouldn't have been possible without computers. Computers truley do have a positive affect on people everywhere without them many things today wouldn't be possible. Hopefully others will agree with me too.",A,A,{'A': 10},{'A': 10},True,B,A,"{'A': 1.0, 'B': 0.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
1782,"Dear @ORGANIZATION1, I believe that computers are a good source of technology. The reasons which I am fighting for tell why, kids are in school more than half of the school day. Parents should be limiting there childrens use and what they do, and computers are a way of contact and research. To begin, kids are in school more than have of a school day. How could children stay on the computer when there in school learning? They can't. In school you get alot of exercise because your always movign around. After school kids usually do homework or go out with friends. Computers don't have effect on people, if anything it makes them smarter. Secondly, if children have a computer at home their parents should be limiting the time and what exactly they could do on the computer. The people who support advances in technology are correct, computers open up imagination, and learning. Parents of the children that have computers should be more worried than anyone else and if they are , they should just take the computer away. Parents sould also take their kids places more often so the schild win not have to go online. Lastly, computers are a way of contacting others. If you don't have a phone, you use a computer to go on your email, or personal websites. Also poeple need computers for schol work and for their jobs too! Another thing numerous peopel use a computer for is research and reports. We need our information! To conclude, my thoughts are very important to consider because, mny other people would be shy to wirte this and get it published in their local newpaper! I would like to say computers are not interacting with family, friends, nature or anything of that sort. We as a whole need computers to do daily life things, without be able to go online, or save files we would be lost! So I will say again to consider my ideas. Thank you.",C,C,"{'C': 6, 'D': 4}","{'C': 7, 'D': 3}",True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 0.65, 'D': 0.35, 'F': 0.0}",0.9341
59,"You @MONTH1 find this hard to beleive, but many people think computers put a negative attitude on people. Now you @MONTH1 be saying thats not true, that everyone has a computer, but the truth is they don't and they believe it puts negative attitude on people. People have many reasons for owning a computer and one is friends. Did you @CAPS5 some people own computers because they want to stay in touch with friends from differnt states who live far away. For example, many people use @CAPS1 or @CAPS2 to connect with friends. I can make a connection because I have both a @CAPS1 and @CAPS2 that I use to stay in contact with family friends from all over. Some people, like myself, even have friends from different countries! I @CAPS5 that many people want to learn about people from differnt countries and this is one way to do it right now I am learning some new things about the @LOCATION1 because I am friends with someone who lives in @LOCATION2. While on this wonderful adventure of learning you @MONTH1 even get yourself into a vacation adventure. A recent test was taking stating that @NUM1 out of @NUM2 people like to travel but don't @CAPS5 where. Some people say that people spend to much time on the computer but not enough enjoying nature.These people are wrong if one is on a computer and they are chating with someone from a differnt state or country then that person might persuade them to take a visit there. For example they would be able to go to the internet type in the place they want to visit and get photographs and information about the place. As a result, people would still get to enjoy nature. Sometimes using the computer could be educational. Many people @MONTH1 disagree with that statement but its true. For example when on the computer many people in their senior year of high school use it to take online college courses to get their degree because going to a regular college @MONTH1 affect their work scheduale. This could also help students in any grade learn more about the topic they are studing. It would also help them on their reports. For example they would be able to get pictures and other information anytime they wanted to. As a result, the students grades would increase. I hope many of you agree with my statement and help spread the word that computers could be positive on the mind. As a result for those who didn't agree with the statement that they are positive not negative I hope that you will redecide on your opion.",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
1765,"Dear local Newspaper I ting that computers are good because u get to learn about other people like famous people that deid a long time ago. Computers are good because u get to learn about other places like @LOCATION2, @LOCATION1, texas. Learning about other places is fun. Having a computer is good because u get to serf the web you could play games, see and alot of other times you will like. You could talk to frends from far. Talking from mySpace or yahoo and other website that you could talk to tiferent people that you met trew the wed.",D,D,{'D': 10},{'D': 10},True,F,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
1598,"Dear Local Newspaper, I think the effects that computers have on people are bad, and should be stopped. I mean don't get me wrong computers help people, but a lot of people go on it everyday, some computers can get viruses, and there are much more activities to do other than on a computer. I hope to persuade you about the horrible effects a computer has on people. Do you know how many people use the computer? Well, according to @ORGANIZATION1 over @NUM1 billion people use a computer worldwide. The problem we are facing today is that too many people are on a computer, most of them are teens. According to @PERSON1 about @PERCENT1 of teens spend most of their time on an computer. Facebook, @ORGANIZATION2, @CAPS1, and @CAPS2 are the most common places to find teens. I would know that because I have a facebook myself. I've had one for almost a year, and you should see all the people who have one. My friend wanted me to get one because she said she had one one wanted me to get one too. So I did and then I found out that more then half of my grade had a facebook. In my own words I honestly think the computer can be addicting, especially when your on a worldwide account like facebook. There are many people on the computer and if must be stopped. In addition, another reason is computers occasionally get viruses. According to @CAPS3.com, the average adult gets about @NUM2 to @NUM3 viruses a year. My friend @PERSON2 was on his computer typing a report, and then his computer shut down. Then @NUM4 seconds @CAPS4 the computer said you have a virus. The next day @PERSON2 told me he didn't have his report because the virus wiped out all his information. About @PERCENT2 of viruses can cause a computer to shut down and it is hard to reboot it. Some places have made virus scans such as mcafee. and @CAPS5, but sometimes they can't catch the virus. @PERCENT3 of people who say that a virus was cought by the virus scan they have, their computer freezes up and you can't delete the virus, viruses must be terminated, so the computer can work properly. Thats another reason to why computers affect people in a bad way. Furthermore, people think that the computer is their everything. They're wrong! There is a lot of activities that they can do other than be on a computer. According to @CAPS6. Burn the average person between the ages of @NUM5 and @NUM6 spend more then @NUM7 hours on a computer. There are many other options of activities like call your friends and get together, that's why they invented the cell phone, play a sport, read a book, spend time with family for @PERSON3's @CAPS7! Don't spend all your time on the computer. About @PERCENT4 of teens who are on the computer alot tend to get into lower colleges later in life. That is my final reason of the bad effects a computer has. In conclusion, computers can cause a bad influence due to viruses, too much time on it, and not doing other things. I hope you can see my point to this and please send me a response as soon as possible.",B,B,{'B': 10},{'B': 10},True,B,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
4244,"I believe that everyone's opinion deserves to be publicized fairly. Just because one person's view is considered to be right, doesn't mean another is wrong. What is offensive to one person @MONTH1 be informative to another.     I've read a lot of books that parents @MONTH1 not pick out for their children. In reading these books I see that there is no glamour in doing drugs or getting in trouble with the law. For some teens, books like these can show them the side of life they haven't experienced and find that they never want to.     If a book is too explicit for children, simply place the book in another section. I realize that there are books with graphic sexual details, and those should only be premitted to be checked out by adults. Parents should have concerns about their children's innocence. But I also believe that they should watch over what type of books they're reading too monitor the vulgarity of them.     Some @CAPS1 contain profanity or sexual induendoes, some contain praise and worship, others even have screaming. Any of thses type of musics can be found offensive by someone. That doesn't mean to run off and hide all of them. There'd be no @CAPS1 left.     Not everyone shares the same opnions in this world, therefore there should be equal opportunity for people to read,watch, or listen to whatever suits them. I'm not saying that there should be a stock of porn in the library, but if there are movies or books about shunned religions or beliefs then they should be just as welcomed as the ones about common religions and beliefs.     Everyone finds different things offensive. If there was a bible in the library and someone found it offensive, should it be removed? It's one of the most popular books in the world, yet some people still find offense by it. Someone who is mormon, muslim, or athiest might find offensive if there is nothing in the library about them because some people find it offensive.     The library is a place of knowledge, not judgement. I dont't believe that certain books should be removed from the library if they offend someone. If you don't like something that is at the library, don't rent it. If you don't want your children to, don't let them. Simple as that. Everyone is entiled to freedom of speech. Authors express themselves through books and articles, directors through movies, and musicians through their music.",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
121,"Do you think computers are helpful? Well you should because, They are the most help full object on the market, also @CAPS8 famly members live far away you can im, facebook them or even send @CAPS1 and to them. The main thing for tenes or chidren is easly the enjoyment you could watch your favort showes with a click of the mouse or even play freefun games. The coumputer is a very help full object. @CAPS4 you have bad handwriting and a report is due you go and tipe @CAPS8 up on your computer, and your teacher will think you spent all night. Doing @CAPS8 when @CAPS8 was easy you will also get a better grade. @CAPS4 a big famly trip is coming up you can go online and get the trip easer then you would have , and at low price. Also you can shop @CAPS4 its a birth day of @PERSON1 you can get gifts for a very low price ever @PERCENT1 @CAPS2!!! @CAPS4 your family lives far and you dont get to see them a lot the internet is the place to gp, you could talk to them with instant messgr or you could facebook then. You could them @CAPS3 or, also you could talk to them you can see them on your screen and they can see you on their screen and @CAPS8 would be like they in the house with you, @CAPS4 the a vecation you could send them @CAPS3 and maps of werere your what go even info about the plases. Enjoy ment is the teen favort. @CAPS4 you mst your favort show you could got o @CAPS6 and sec the show for free!!! Youtube is were you could see something funny, excites, or @CAPS9 plain grose. @CAPS4 someone like @PERSON2 @CAPS9 did a asom trick and you mist @CAPS8 look @CAPS8 up . There are two tipes of games you could play games on the internet like addicting games com or play @NUM1, @CAPS7 online are play with freinds. Know you know why the internet is great @CAPS8 has games be close to your famly or even @CAPS9 get help. So chus to say you think the internet is good its your dicision.",D,D,{'D': 10},{'D': 10},True,C,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
3030,"Books, music, movies, magazines, and more are a good way to learn. Some of that material is bad though, but some is good. Not all people are the same, and not all books or magazines are the same.     Books, newspapers, and magazines are good things, and they could be bad things. Some talk about nonfiction and some fiction. Others talk about famous people and all the good and mainly bad things they did this week, which is something some of us want to read but none of us should read or even write in the first place. Then there are books that have a childs story in them. There are also articles that everyone should read about, like somebody who saved a whole lot of people on @DATE1. There is a diverse amount of things to read out there, you just need to use a little discretion about what to read and put out on the shelves at a public library.     Music is another good way to express yourself. There is good old fashioned @CAPS1 music such as @ORGANIZATION1. Then there is stuff that nobody should listen to, or for that matter even sing about like almost all @CAPS2 Music. They also have little childrens songs which no matter how annoying that most of it is, it's alright for anyone to listen to. Or you can pick up some good ol' @CAPS3 @CAPS4 or any other christian artists or gospel music.The music of this world is very diverse.     The movies of today can, but most of the time aren't,be  good things. You could pick up an educational video that talks about animals that most everyone could watch. There are also bad movies such as @CAPS5 and @CAPS6.It is a horror movie that made it hard to fall asleep for a few days. Those are some that nobody should even produce.There are video copies of television shows as well, which can be alright. The vast amount of movies made today should not even be a thought in someones mind but some are good and educational.     So in conclusion, I think it should be reader and viewer discretion when it comes to content of things as this. Libraries everywhere should have most everything there is.Next time your in a library, just use discretion",C,C,{'C': 10},{'C': 10},True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
