essay_id,prompt,prob_dist,raw_response,entropy,kl_divergence
13456,"In the excerpt ""@CAPS1 Rodriguez"" from Home: the @CAPS2 of our Lives, the author gives off a very nostalgic mood. Throughout the excerpt @CAPS4 recalls all the feasts, parties and guests @CAPS4 had at the ""simple house"" his parents turned ""into a home"" as stated in @CAPS3 @NUM1. This tells me that the author had  very good memories at the house @CAPS4 loved and grew up in. The author also gives off a very compassionate mood. In @CAPS3 @NUM2 it says ""I will always be grateful to my parents for their love and sacrifice.""  @CAPS4 describes his comunnity as ""close-knit"" and ""honest"". This tells me that the author was very similar to his community and loved all of them and was grateful his parents took their time to make his life the best they could. The mood is lastly @CAPS5. In @CAPS3 @NUM3 it says his community ""extended a hand to people who were clearly in need."" @CAPS4 calls his parents actions of coming to @LOCATION1 ""courageous."" @CAPS4 takes pride in his Cuban family and @ORGANIZATION1 and all of the immagrants @CAPS4 grew up around, which tells me @CAPS4 knows they accomplished a big feat in their lives. Those are the moods set by the author.","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 30.0, 'D': 50.0, 'F': 15.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 30\nD: 50\nF: 15', 'A: 0\nB: 5\nC: 45\nD: 40\nF: 10']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
9319,"Minfong Ho concluded Winter Hibiscus with that paragraph to show hope and renewal for the character Saeng. Spring represents birth and renewal, a second chance for Saeng. She had previously failed what seems to be an important test (perhaps her citizenship test), and motivated her to try and remember her past, which she sorely misses. The winter hibiscus seems to represent herself, and this illustrates it: its-its not a real one, Saeng mumbled she was still too shaky to say the words at home, lest she burst into tears again. Not like the kind we had before I know her mother said quietly' 'its flowers arent as pretty, but its strong enough to make it through the cold months here, this winter hibiscus. That is what matters. This describes Saengs position perfectly  she is not the same, as happy as she once was, but she can make it through the hard times, and can bloom in the spring to take the test again. This shows the purpose of the last paragraph in winter hibiscus to show the renewal and hope that Saeng will experience.","[{'A': 10.0, 'B': 60.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}, {'A': 10.0, 'B': 40.0, 'C': 40.0, 'D': 10.0, 'F': 0.0}, {'A': 10.0, 'B': 60.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}]","['A: 10\nB: 60\nC: 20\nD: 10\nF: 0', 'A: 10\nB: 40\nC: 40\nD: 10\nF: 0', 'A: 10\nB: 60\nC: 20\nD: 10\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
10270,"The author ends the story with When they come back, Saeng vowed silently, in the spring, when the snow melt and the geese return and this hibiscus is budding, then I will take that test again to show a comparison. Since the plant reminds her of home, when it buds she will be more confident to take the test. When she was looking at the petals of the flower it said, Gently she closed her palm around it and held it tight. That, at least she could hold on to. This shows that she really missed her home, and she had nothing to give her confidence. The flower is the piece of confidence she needs to feel at home and even pass her drivers test. Saeng felt out of place in her new environment. The flower hibiscus, gave her motivation. It gave her a chance to connect with a part from her old home, in her new home. Saeng thinks, And that rich sweet scent- that was familiar too. This shows that this flower was a sentimental importance, she needed. Therefore, the author ended with that paragraph to show a comparison and the importance of the flower to her adapting.  ","[{'A': 10.0, 'B': 40.0, 'C': 40.0, 'D': 10.0, 'F': 0.0}, {'A': 15.0, 'B': 50.0, 'C': 30.0, 'D': 5.0, 'F': 0.0}, {'A': 5.0, 'B': 30.0, 'C': 45.0, 'D': 15.0, 'F': 5.0}]","['A: 10\nB: 40\nC: 40\nD: 10\nF: 0', 'A: 15\nB: 50\nC: 30\nD: 5\nF: 0', 'A: 5\nB: 30\nC: 45\nD: 15\nF: 5']","[np.float64(nan), np.float64(nan), np.float64(-476.1627470860923)]","[np.float64(nan), np.float64(nan), np.float64(176.67598281616102)]"
3503,"Censorship is a contraversal topic. Some believe that it is necessary others would disagree. My personal opinion would be that censorship is not necessary. Everyone is entitles to what they believe, and others have to have the maturity to accept that.     Censorship is not necessary because if you are offended by some material then don't read or listen to it. It is as simple as that. Everyone can be offended by something, so if everything was removed that was found to be offensive to someone there would be nothing left. If things were organized into sections that stated how offensive the material was then it is likely that almost everything would be in the offensive section.     Because censorship is contraversal there are many different thoughts on the subject. It ranges from no censorship to complete censorship, my view be just one of many. Censorship is truely just a matter of maturity and how a person goes about dealing with the material. The only person who can let you be offened is yourself, therefore censorship is not necessary in the library people just need to be mature about it.","[{'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}, {'A': 5.0, 'B': 20.0, 'C': 50.0, 'D': 20.0, 'F': 5.0}, {'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}]","['A: 0\nB: 10\nC: 70\nD: 20\nF: 0', 'A: 5\nB: 20\nC: 50\nD: 20\nF: 5', 'A: 0\nB: 10\nC: 70\nD: 20\nF: 0']","[np.float64(nan), np.float64(-478.2892142331043), np.float64(nan)]","[np.float64(nan), np.float64(351.1407490790978), np.float64(nan)]"
4022,"Everywhere I go, there always seems to be something, small or big, that can be considered offensive. Because of these offensive things, there is often censorship in public places. It is acceptable to view non-noncensored materials at your own disgression and privacy, but not very acceptable to do so in public. I believe that censorship is necessary in libraries because of the wide range of audiences, the public materials, and the opinions of certain people.      Libraries are considered public places and have a wide range of audiences. Whether it be children, teens, adults, or elders, some things are inappropriate and should not be accessible to certain people. This is directed mainly to children, however. Like the quote mentioned, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf.' @CAPS1 put these offensive books in libraries then? Censorship will block out inappropriate parts of books, movies, music, and magazines in order to make these materials more suitable for all age groups.      Because libraries are considered public places, their materials are considered public property. Everyone has the right to these materials. However, not every library will have the book, magazine, or movie you could be searching for due to the fact that it @MONTH1 contain profanity, or inappropriate content. Some people @MONTH1 be against censorship in libraries, but there often is not censorship in bookstores, movie stores, music libraries, etc. If you desire a certain non-censored material, then go purchase it. That way the material will no longer be public, but rather your own and you can do with it whatever you choose.      We now live in a world where everyone voices their opinion freely and you can not be punished for doing so. Libraries are targeted toward every age group and censorship just allows everything to be appropriate for everyone. Certain parents do not allow their children to read certain books, view certain movies, or listen to certain music and this is just because it is their opinion and their parenting. Some parents, on the other hand, do allow their children to partake in inappropriate materials, and that is perfectly fine, because it is their parenting and their children. However, libraries should not have the right to introduce inappropriate things into the lives of children; that should be the decision of the parents or gaurdians.      In conclusion, censorship should be allowed in libraries because of the wide-range audience, public materials, and the strong opinions of the people. Everyone deserves to read, watch, and listen to whatever they choose, but not everyone deserves to be around inappropriate things in public places. Not everyone can be happy, but everyone can be appropriate","[{'A': 5.0, 'B': 60.0, 'C': 30.0, 'D': 5.0, 'F': 0.0}, {'A': 20.0, 'B': 50.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}, {'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}]","['A: 5\nB: 60\nC: 30\nD: 5\nF: 0', 'A: 20\nB: 50\nC: 20\nD: 10\nF: 0', 'A: 10\nB: 60\nC: 25\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
21289," I once learned something very valuable in school. I didn't learn it in a class room, or even form a book. I learned this lesson in a hallway near the copy room. One @MONTH1 be prompted to ask, what kind of lesson could you possibly learn in a hall? All I will tell you is this, it's not one I'll be forgetting any time soon.  In order to completely understand what exactly I was doing roaming the halls and learning lessons, you're going to need a little bit of background. I was in my third period class; which was leadership at the time. Leadership isn't really your conventional class from the perspective of an outsider. Kids running about the school like loose mice @MONTH1 give off an appearance of impropriety, but an appearance is all it was. We weren't doing anything bad, it's just that most of the time you would have to leave the class room in order to do what needed to be done that day. Leadership directly preceded myleast favorite class of the day, @CAPS1 @CAPS2. I simply detested that class. I had been in @CAPS1 classes ever since I was in kindergarten at @ORGANIZATION1. I was a sophomore at the time and that language had been bugging me for the past ten years. It wasn't that I was bad at it or anything because really, I wasn't. I just had a strong contempt for @CAPS1 class. The teacher always gave me a hard time, probably because I had a big mouth and I tended to talk a lot. She was that type of person who had @CAPS10 posture and was a stickler for the rules. The the type of person you could see wielding a yard stick as a deadly weapon.  In leadership that specific class period, the teacher was taking a particularly long time explaining what we were supposed to do that day. He sometimes did this, he was famous for being long winded. He could take the entire @NUM1 minute class period just talking about an assignment that would have taken ten minutes to do. That day however, we weren't doing an assignment. At least not what a normal person would consider to be your typical assignment. Another girl from the class, @CAPS5; and myself were working on a special project. We had to retrieve something very important from my car. We waited for the teacher to finish talking and asked if we could go, he said yes. We walked out the double doors of the classroom and into the main hallway, we then proceeded on down toward the parking lot. As we were walking we passed by the office doors, the @CAPS6 hall, and the library. Just as we were about to walk by the copy room door, I saw @PERSON2. @PERSON2 was in my @CAPS1 Two class the year before and I thought that I would say hi to him. I did, I then asked if he was taking @CAPS1 @CAPS2 that year. He replied with a no. I told him, ""@CAPS10 thing, because @CAPS1 @CAPS2 sucks!"" I didn't know it at the time, but I would be eating those words by the truck load in just a short while. Not five seconds after I had said that to @PERSON2, @CAPS5 was tugging on my shirt sleeve trying to get me out of the building. I told her to calm down and that it was rude to interrupt people when they are talking.  After I had said bye to @PERSON2, @CAPS5 hurried me out the door and she burst into laughter. I was taken-aback by her sudden outburst of laughter and questioned her as to what she was laughing about. It was right then that @LOCATION1, my @CAPS1 teacher, poked her head out the door and said to me in her thick accent, ""@PERSON1, I hear you don't like my class!"" I must have been as red as a tomato. I just stood there with the dumbest look on my face. The kind of look that jumps on your face when you wish you had a rewind button for your mouth. I looked over my right shoulder just in time to see @CAPS5 gasping for air because she was laughing so hard. I redirected my attention to @LOCATION1, she was just standing there with an angry face covering up the laughter that was trying to break through. There I was, not ten steps away from my car and I, for once, had nothing to say. The lesson I learned that day was to never insult an alligator until you've crossed the river. Or at least make sure the alligator isn't in the next room. Especially if the alligator teaches your next class. ","[{'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 55.0, 'F': 40.0}, {'A': 5.0, 'B': 15.0, 'C': 50.0, 'D': 25.0, 'F': 5.0}, {'A': 5.0, 'B': 15.0, 'C': 50.0, 'D': 25.0, 'F': 5.0}]","['A: 0\nB: 0\nC: 5\nD: 55\nF: 40', 'A: 5\nB: 15\nC: 50\nD: 25\nF: 5', 'A: 5\nB: 15\nC: 50\nD: 25\nF: 5']","[np.float64(nan), np.float64(-480.1118541161057), np.float64(-480.1118541161057)]","[np.float64(nan), np.float64(857.2574350366568), np.float64(857.2574350366568)]"
20963,"                 Laughter at its @CAPS1  Laughter is one ability that everyone in the world has. Not only does it help you make more friends, but it can also turn your day all the way around. The capability to laugh is a huge importance in this world. Without laughter, days would be dull, sad, and somewhat depressing. When I see someone laugh, it brightens my day, makes me smile, and causes me to laugh along with them. By laughing we become happier, learn more about others, and make our bad days better. I have experienced, first hand, the joys laughing can bring after I have had a bad moment, and that is why I believe that laughter is extremely important to have and to keep in your life.  Not everyone can have a great day all the time. Bad days occur, and when they do, seeing one funny incident and laughing about it is what can turn the whole day around and make it great. Many people hear the statement, ""Laughter is the shortest distance between two people,"" or a statement similar to that one and will never agree with it. Often times we will scoff and disagree completely. It turns out that I used to be one of those people myself. Most days were not the @CAPS1 they could be, plus having to go to school all day long ruined it a little more. People kept telling me that if I laughed once in a while then I might feel better more often, and I @MONTH1 actually have fun when I participated throughout the day. I never believed them, and why should I? How could one action as simple as laughing change the way I feel about everyday life? The possibilities were just to unlikely. I didn't think I'd change my views on it either, until a few years ago.  It started off like any usual day would, not so great. My hair was a mess, my sister @PERSON1 and I could not stop fighting, and my brand new phone broke right as we started our shopping trip to @LOCATION1. I had decided that the day was going to be horrible because so far, nothing had worked out well. As the day went on, nothing worse happened, but nothing better did either. @PERSON1 and I kept traveling around, going to stores, and shopping. Finally, at our last stop we saw a situation occur. As we were sitting at a stop light, waiting for traffic to move, I spotted a strange man sitting across the road all by himself. The man looked as though he had an injury on his foot, and our suspicions were confirmed when he began walking like a hurt penguin would, barely shuffling his feet and bobbing up and down as he moved forward. The sight of this man made me smile, and when I pointed him out to @PERSON1 she started laughing uncontrollably. Then I too, began cracking up. The man with his crazy way of walking had made me laugh had proceeded to turn my entire day around. What I thought was impossible turned out to be the exact opposite, possible. Laughing could bring you closer to others and make your day more amazing.  As a result of my trip with my sister that day, my views and beliefs about laughing were changed greatly. Laughter actually was the shortest distance between two people. Even though my little sister and I were arguing before the funny man came, after we were done laughing about him we realized that in the span of a few minutes we had become closer than ever before. It is crazy to think that one incident can change your mind about some of your strong beliefs, but it happened, and that day is now a memory that I am going to keep with me forever. I'm happy it happened because as a result of it I have begun to think differently about laughter and the effect it can have on certain situations in my life. I now think of laughter as one of the greatest pastimes to have and do it quite often.","[{'A': 40.0, 'B': 40.0, 'C': 15.0, 'D': 5.0, 'F': 0.0}, {'A': 60.0, 'B': 30.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}, {'A': 60.0, 'B': 30.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}]","['A: 40\nB: 40\nC: 15\nD: 5\nF: 0', 'A: 60\nB: 30\nC: 10\nD: 0\nF: 0', 'A: 60\nB: 30\nC: 10\nD: 0\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
4711,"Censorship in the @CAPS1     @CAPS2, what is offensive to some @MONTH1 not be to others. So how do we know when expressing ourselves in an artistic manner that we've gone to far? We don't and thats why censorship is such a controversial topic.      In the music industry recently there has been messages in songs and music videos that aren't the best suited for teenagers. Being a teenager is a time of constant turmoil in one's life, you are required to make decisions that will define you as a person. When songs out there are about drug use and other crimes teens see them as cool things and follow along cause they see them as everyday activities that can do no harm but little do they know that they are wrecking their life by doing this, so I somewhat agree with censorship in that kind of thing.     In literature and art things take a more serious tone than in music and other media. With literature it's about conveying ones thoughts and feelings about a story or other subject. In art you express yourself vissually on a canvas or abstractly through other materials and forms, but in both ways you express your feelings and emotins. So censoring these would in turn censor one voice and emotions. When you take away a man's voice and emotions you are left with an empty shell of a person who will never know life to the fullest.     As time has changed I have found that people have also changed. When @PERSON1 uses the '@CAPS3-word' in some of his literary works it didn't offend people at the time, but now times have changed. Now it's not ok that @PERSON1 used this word but on the other hand it's ok for rappers and others to say it every other word in their music. so how do we know what's offensive and what's not? well it's all from the reader, listener, or viewer's point of view.     These days parents try to sheild their children from the outside world and make it seem that it's all rainbows and butterflies by censoring things the children might be subject to read, hear, or see in their day to day lives. This does not solve the problems in the world there will always be war, crime, and death no matter how hard we try to stop it as long as there's 'good' there will always be 'bad'.     All loyalties aside in my honest opinion I believe censorship in the @CAPS1 is a bad idea and will never work to solve actual problems with the world. It will just cover them up just like the dialouge or image they so badly want to go away.","[{'A': 0.0, 'B': 10.0, 'C': 50.0, 'D': 30.0, 'F': 10.0}, {'A': 5.0, 'B': 30.0, 'C': 50.0, 'D': 10.0, 'F': 5.0}, {'A': 0.0, 'B': 10.0, 'C': 40.0, 'D': 40.0, 'F': 10.0}]","['A: 0\nB: 10\nC: 50\nD: 30\nF: 10', 'A: 5\nB: 30\nC: 50\nD: 10\nF: 5', 'A: 0\nB: 10\nC: 40\nD: 40\nF: 10']","[np.float64(nan), np.float64(-485.83808925473903), np.float64(nan)]","[np.float64(nan), np.float64(204.40529523322806), np.float64(nan)]"
20721,"Well ima tell a story about the time i got @CAPS3 down town. When i was heading down town to go meet some body it was cold,dark and just creepy. So on my way there i thought i went to far so i got the bus and was like were am i? I was counfused and like what the heck. Then i ask some one were am i at, the man said your down town i said i know just never mind i walked away kind mad like ugh. So i just called thenm and see were she was at the phone rings then she pick up. Were are you i said, she said down tonw i was like oh my gosh i know but never mind she was like were you at then i said some were in down town. Then she said stupid @CAPS2 on the bus and come down more so i waited for like @NUM1 then the bus comes and i was glad. Then i called her sayin im on the bus on the way she said okay @CAPS1 @CAPS2 @CAPS3 she said i was laughing and said okay i wont. When i @CAPS2 there they laughed at me and i was just like thats not funny i coulda got snacked or raped or it coulda been even more bad. Well thats what you @CAPS2 they said i was like yea yea i know whatever lol. Later that night was like i wont some candy so they showed me ow to @CAPS2 to the store is at so i was like ima go and the last words i heard i heard was @CAPS1 @CAPS2 @CAPS3! i smiled. Well on my way to the store i was cold and listing to music then i @CAPS2 to the store and look around then my phone rings. Hello i said it was that girl she said i just wonted to make shure your not @CAPS3 i said i got this im not gonna @CAPS2 @CAPS3. @NUM2 mins laster im walking out and was looking around like were am i?? i was like oh no not this again i just started to walk the way i came from and didnt see the hose so i went the othere way and i was like gosh im @CAPS3 again? yeah i am. so i didnt wont her to know i was @CAPS3 so i didnt call her and tried to find my own way back but i couldnt so i just tried to think then @NUM3 mins went by she callled. Sooo... darrio she said i answer whats hannin she said you @CAPS3 huh? i laughed no why you say that i asked she was like im looking at you and your going the wrong way i looked back and started to laugh. She came up to me and said you was @CAPS3 i said no i was just getting some air she was like yeah okay darrio you was with a smile i was thinking lke next time ima ask her to come with me i smiled. When we got to her house they laughed again and i just said okay i got @CAPS3 and we all laughed for like @NUM4 mins then just chill. Then i was like its hot in here then i open the wendow they said its cold so i was like okay i closed the window back and went out side for a min. My phone rings i pick up the girl said @CAPS1 @CAPS2 @CAPS3 i was like shut up im not im on the front porch she said soo... your slow you might @CAPS2 @CAPS3 still i laughed and hung up and went in said and we all laughed. Then that hole night was about me getting losted and not know were i was going and yeah thats it.","[{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 5.0, 'F': 95.0}, {'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 5.0, 'F': 95.0}, {'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 5.0, 'F': 95.0}]","['A: 0\nB: 0\nC: 0\nD: 5\nF: 95', 'A: 0\nB: 0\nC: 0\nD: 5\nF: 95', 'A: 0\nB: 0\nC: 0\nD: 5\nF: 95']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
7571,The features effect the setting of the story in a big way. At the beginning of his ride there are people around and he has no troubles. After he talks to the old men and starts on his ride to the @NUM1 town there is no one around. There are no buildings in site at all and no source of water. Since there was no one around his confidence of actualy completing the trip begar to go down. Once he arrived at the first town he noticed that it was an old town and no one was there anymore. This made him mad and his confidence dropped a lot. Once he reached the next building he noticed that there was no one there either and then thought hed never make it and that he die. Once he reached the final place it was a more occupied setting. There were people around. He then began to feel relieved that he could get water. The setting with no one around make him lose a lot of confidence.,"[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 40.0, 'D': 50.0, 'F': 5.0}, {'A': 0.0, 'B': 5.0, 'C': 40.0, 'D': 50.0, 'F': 5.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 40\nD: 50\nF: 5', 'A: 0\nB: 5\nC: 40\nD: 50\nF: 5']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
3032,"In my opinion, books, movies, magazines, ect., should not be taken off the shelves if they are offensive to some people. this is because everyone has different views on everything. Another reson is because for learning purposes in schools and etc. As well as authors would not want to be writting books because the books shelves are empty and their books, movies, magazines are getting rejected.     Since most people have different veiws on everything then,   every book or magazine would be taken off the shelf if they were offensive because, therefore, there would not be any book or magazine left on the shelf. This is because people think different things are offensive so what somebody thinks is offensive it @MONTH1 not be to another person. Therefore people would be angered or upset if their favorite book was taken off the shelf because someone said it was offensive.      Another problem with taking 'offensive' books of the shelf is that it would be a result in people not learning in schools and ect. This is because we all have to go through some point in school where we find something offensive for example wars, slavery, and politics. If all these books were to be taken off the shelves then nobody would be learning about any of this. In conclusion noboby would be being taught why these events happened and  why these events are wrong, so people would not have changed, they would keep doing these things because they were not taught not to. This in my opinion would cause alot of conflict between people and nobody would be educated on these events of history.      On the other hand rather than books being taken off the shelf books would not be being put on the shelfs. In this I mean that authors, producers, would not be making movies or writting books because their work just keeps getting rejected. Not only rejected but nobdy is going to go through the time and effort to make one of these for it to be rejected because it was offensive. In my opinion it would almost be impossible for these authors/ directors to make a unoffensive book or movie for everyone that is going to read or watch it.      In conclusion I have read many books in class every year that offends at least one person, but this person can choose not to finish the movie, book, or magazine if they find it offensive, or they never have to read it again. In conclusion there are many reasons why books should stay on the shelf even if they are offensive to someone. This is because it would not help with people being educated on events that happened, and people would not be reading any books in school. As well as authors would not be writting since their books are getting removed and the shelves are empty","[{'A': 0.0, 'B': 10.0, 'C': 50.0, 'D': 30.0, 'F': 10.0}, {'A': 5.0, 'B': 30.0, 'C': 45.0, 'D': 15.0, 'F': 5.0}, {'A': 5.0, 'B': 30.0, 'C': 45.0, 'D': 15.0, 'F': 5.0}]","['A: 0\nB: 10\nC: 50\nD: 30\nF: 10', 'A: 5\nB: 30\nC: 45\nD: 15\nF: 5', 'A: 5\nB: 30\nC: 45\nD: 15\nF: 5']","[np.float64(nan), np.float64(-476.1627470860923), np.float64(-476.1627470860923)]","[np.float64(nan), np.float64(198.41478103541237), np.float64(198.41478103541237)]"
15398,"There would have been many obstacles the builders of the @ORGANIZATION1 would have had to face if the decided to allow dirigibles (blimps) to dock there. ""Most dirigibles from out side the United States used hydrogen rather than helium, and hydrogen is highly flammable."" On @DATE1, the German dirigible Hindenburg was destroyed by fire in @LOCATION3, New Jersey. the owners realized how much worse it would have been is a place such as New York City.Another big obstacle would have been nature itself. ""The winds on top of the @ORGANIZATION1 were constantly shifting due to violent air currents."" If the dirigible was tied to the mooring mast the back of the ship would move around, making it hard for pedestrians to get on and off. If they had weighed it down with a lead wieght then there would be a heavy piece of lead hanging over the pedestrians of New York City.The final obstacle that biulders of the empire state @ORGANIZATION1 would have had to face ""was an existing law against airships flying too low over urban areas"". This law would not allow the dirigibles to dock on top of the @ORGANIZATION1. They would not even be allowed to approach the @ORGANIZATION1.","[{'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}, {'A': 50.0, 'B': 40.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}, {'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}]","['A: 10\nB: 60\nC: 25\nD: 5\nF: 0', 'A: 50\nB: 40\nC: 10\nD: 0\nF: 0', 'A: 10\nB: 60\nC: 25\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
6145,"The features of the setting affect the cyclist with his train of thought. On page @NUM1 it says, I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June. This gives a sence of heat and foreshadows maybe the lack of water hell have later on. As he passes a snake, trying to keep my balance in my dehydrated state. So the cyclist is most likely begin to feel dizzy and begins to loose hope. On page @NUM2 he says, I could drop from heatstroke meaning hes starting to think of the worse possible things that could happen. Which effects him because hes beginning to loose hope and  thinks hes not going to make it. On page @NUM3, he says, I was going to die and the birds would pick me clean By this point the conditions he was having were rough and making him worry. This is how the features of the setting affected the cyclist throughout the story.","[{'A': 0.0, 'B': 0.0, 'C': 10.0, 'D': 50.0, 'F': 40.0}, {'A': 0.0, 'B': 0.0, 'C': 10.0, 'D': 50.0, 'F': 40.0}, {'A': 0.0, 'B': 0.0, 'C': 10.0, 'D': 50.0, 'F': 40.0}]","['A: 0\nB: 0\nC: 10\nD: 50\nF: 40', 'A: 0\nB: 0\nC: 10\nD: 50\nF: 40', 'A: 0\nB: 0\nC: 10\nD: 50\nF: 40']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
1321,"Dear newspaper readers, @CAPS1 this! Sitting at home on the couch eating a bag of potato chips. The @CAPS2 shows a beautiful picture of the @LOCATION1 you can almost feel the rain falling on you, you really want to learn more about it. All of a sudden you watch the remote fall to the ground you hand eye coordination is so bad you totally miss it when you try to grab it. On top of that, you remember you were supposed to meet your sister today who you seen for years but you cant! if you had a computer you would be to learn about more places and people, it would improve your hand eye coordination, and you could interact with people without having time to meet them! Computers definitely have good effects on people! First, computers help to improve hand-eye coordination. It is a fact that people who own one or more computers in a household have better hand-eye coordination than people without computers! Dont you want good hand-eye coordination too? As a matter of fact, my friend @PERSON4 had the worst hand-eye coordination in our school, now that her parents have bought her a computer, she is a lot quicker and definitely has better hand-eye coordination. She said that just looking at the screen and she wanted to go helped a lot. Also, computer time can states that computers have been proven to improve hand-eye coordination in the course of a year. that sounds pretty simple to me! Next, computers also  allow people to learn about other faraway places and people. Local middle school teacher, @PERSON2, uses computers to teach her students about the @CAPS3 culture and geography. That sounds a lot more interesting than just talking! My cousins saw an article about @LOCATION3 once and they thought it was amazing they learned a lot about the culture there and actually took a trip there! Furthermore, vacations.com says that computers are the #@NUM1 cause of people traveling, because they see pictures and articles about places. You can learn about any place you want on a computer, doesnt that sound nice? Im sure there is one place youve always wanted to learn about! Finally, computer allow people to interact with other people around the world You can talk with your long lost friend who lives in @LOCATION2 just by the click to the mouse,(send). In a recent study, over @PERCENT1 of people just talk online to their friends rather than going out to meet them. How convenient! Also, expert computer teacher, @PERSON1, says, Computers are geat inf you can't meet someone, you just talk online. Have you ever needed to cancel a meeting? Computer are really beneficial to busy people. Now readers, @CAPS1, your sitting on that same couch you look at the @CAPS2 to see @LOCATION1, you quickly type it into your laptop and an article right in front of you read more about it learning something new in every paragraph. All of a sudden you lose your grip, but you catch your laptop just in time, what hand-eye coordination! Then you remember you were supposed to meet you sister @PERSON3, but you have a hair appointment. You quickly tell her via computer you cant meet her. She says its alright and you guys keep chatting it all worked out! Its so simple! Computers teach hand-eye coordination, let you learn about more places, and interact with more people. So what are you doing readers? Get out there and get a computer.","[{'A': 5.0, 'B': 30.0, 'C': 45.0, 'D': 15.0, 'F': 5.0}, {'A': 5.0, 'B': 20.0, 'C': 40.0, 'D': 30.0, 'F': 5.0}, {'A': 10.0, 'B': 35.0, 'C': 40.0, 'D': 10.0, 'F': 5.0}]","['A: 5\nB: 30\nC: 45\nD: 15\nF: 5', 'A: 5\nB: 20\nC: 40\nD: 30\nF: 5', 'A: 10\nB: 35\nC: 40\nD: 10\nF: 5']","[np.float64(-476.1627470860923), np.float64(-469.74168451037093), np.float64(-470.4502317607524)]","[np.float64(0.0), np.float64(11.503749927884378), np.float64(5.1371096818716175)]"
7276,"In the essay Rough Road ahead by Joe Kurmaskie, the cyclist had many changes due to the setting of what was around. The cyclist was lost in the dessert. This affected him a lot because the desert is very hot. He could have died from either dehydration or exhaustion. Also, in the desert some animals can be very dangerous on the cyclist journey, he saw a poisonous snake. It was a good thing that he was cautious around the snake because if he wouldnt have been, he might have gotten bitten and there would be no one around to help him. The desert that he was in. also happened to be desserted and there was no one around to help him with the directions. The worst thing would have to be that he ran out of water. Without the water, he could become very weak and dehydrated.  and could have even died. The setting of where the cyclist was affected him greatly.","[{'A': 0.0, 'B': 5.0, 'C': 30.0, 'D': 50.0, 'F': 15.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 45.0, 'F': 5.0}, {'A': 0.0, 'B': 5.0, 'C': 30.0, 'D': 50.0, 'F': 15.0}]","['A: 0\nB: 5\nC: 30\nD: 50\nF: 15', 'A: 0\nB: 5\nC: 45\nD: 45\nF: 5', 'A: 0\nB: 5\nC: 30\nD: 50\nF: 15']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
