essay_id,prompt,output,answer_counts,human_grade
13172,"

Home is where the heart is, and nothing says that more than in the memoir Home: The Blueprints of My life. In the memoir, it talks about family and that where ever your heart is, is where your home is. The memior and gives a tingling and loving mood. It makes us feel happy and feel loving, especially in a few sections.First, when the author talked about what his familly did at home, it made theworld slow down and think about the family. Narcisoc (the author and narrator) said in paragraph two, ""endless celebrations and that encompassed both, formed the back drop to our life in our warm home"". This made a picture of a happy and laughing family like in the movies about the holidays.Second, Narciso said how united they all were. This painted a mood of unity and care. In paragraph four @PERSON1 recalled, ""My parents always kept thier arms and thier door open to the many people we considered family, knowing that they would do the same for us"". The makes the reader think of friendship and hope in trouble times.The mood that came was loving and that tingling feeling of hope. Most people can't find that feeling anymore, especially in these tough times. What most people do know is that and home is not a building, it's a santurary.
",C,{'C': 10},B
13237,"

The mood is created by the auther in the authe in the memoir by. ""Narciso Rodriguez and internally reconized @CAPS1 desiner, offers the following definition of ""family""."" @CAPS2 @CAPS3 what and all the diffienetions of family and what a family is. ""Our landlord and his daughter, Alegria (my badysitter and my first friend) lived above us and Alegria graced our kitchen table more often than not"". Alegra was @CAPS4 as a part of the family not by blood not by chose but by @CAPS5 because @CAPS6 understand the Rodriguez's family @CAPS6 liked them so @CAPS6 becacme part of there family and they became part of her family. ""Here, the innocence of childhood the Congregation of family and friends and endless celebrations that encompassed both formed the backdrop to life in our warm home"". When your away from Home every thing you do is different the way you sleep, eat, talk, react, is all different except when your home every thing is normal again. family isn't by blood but by heart of @CAPS5 and Home isn't where you live it's where familiy is it's where memoris are that's How the mood is set by the auther
",F,{'F': 10},B
13248,"

Throughout the @CAPS3 the author @CAPS1 many moods to describe and fit what has happened in his memoir. One way the mood of the memoir is loving. From the @CAPS3 it tells how he had grown to understand what family ment even if he wasn't blood related to someone. This @CAPS5 the mood is loving because he is @CAPS4 Close to people in his life from everything that has happened to him. A second mood of what the memoir is, appreciative. A memoir is a true @CAPS3 witch tells true feelings behind what the author is saying about the @CAPS3. From the @CAPS3 explains how the author is @CAPS4 appreciative of his parents for going through @CAPS4 much for him, and providing him with things he's needed. This @CAPS5 its appreciative because it says that he has thanked them over and over again. Lastly the mood could be @CAPS2. The mood is @CAPS2 because in the @CAPS3 it explains how having family and friends over all the time made him enjoy everything because his family always had people over to have dinner with, and always had their arms open if Someone needed help, @CAPS4 this @CAPS5 that the mood could be @CAPS2. Overall there are many ways to describe the mood of the @CAPS3 from reading it.
",F,"{'F': 5, 'D': 5}",B
13280,"

The mood of the memoir is gracious. Rodriguez is grateful for many things listed in this memoir. In paragraph @NUM1, @CAPS2 says @CAPS2 is grateful for his inheritance of the cuban culinary gift. In @CAPS1 @NUM2, by saying ""My mother and father had come to this country with such courage, without any knowledge of the language or the culture. They came selflessly, as many immigrants do, to give their children a better life."" @CAPS2 shows his gratitude for his parents moved to @LOCATION1. In paragraph @NUM3 @CAPS2 shows his gratitude for his parents love in the quote ""I will always be grateful to my parents for their love and sacrifice."" Rodriguez is also grateful for the love and hapiness of the home. @CAPS2 evidences this in paragraph @NUM4 in the quote, ""it was in the warmth of the kitchen in this humble house where a cuban feast always filled the air with not just scent and music and love. It was here where I learned the definition of family"". @CAPS2 goes on to say, ""I will never forget this house or it's gracious neighborhood or the many things I learned about how to love"". Rodriguez is gracious for his family, home, and life in this memoir.
",F,{'F': 10},B
13355,"

The whole memoir gives off a very positive attitude. The author explains a feeling of unity and Friendship. This quote shows this, "" all of these cultures came together in great solidarity in Friendship."" The author is saying that despite the fact that they were living in times of racism, all different cultures and their neighborhood lived in peace. Paragraph @NUM1 has a feeling of caring. For others and love. The author explains how his mother and Father moved out of Cuba for better lives for generations to come."" ""They came selflessly, To give their children a better life, even though it meant leaving behind their Families, Friends, and careers in the country they loved,"" shows the feelings perfectly. The final part of the memoir presents great thanks to the authors parents. He states, ""I will always be grateful to my parents For their love and sacrifice."" @CAPS1, in the last line of the memoir, the author describes the true mood of his house growing up. The memoir reads, ""I will never forget how my parents turned a simple house into a home."" The author is saying that his house was and just living space, it was full of love, caring, and great relationships. The whole memoir has a loving mood.
",C,{'C': 10},B
13374,"

In the memoir by Narciso Rodriguez, he speaks of how his family, related or not, provided the happiness and wonderful memories of his childhood that he adored so much. The overall feel to the memoir, or its mood, was expressed as gracious and thankful to his family, but also warm and happy, creating pictures in the reader's mind of a lovely childhood. ""I will always be grateful to my parents for their love and sacrifice"" said Rodriguez, showing his thanks to his parents for allowing him to grow up in @LOCATION1. He knew that many immigrants risked everything to come raise their children in @LOCATION1 and for that he is thankful. He also praises the other families of different cultures in his neighborhood, giving more of a grateful atmosphere to the memoir. ""It was a close-knit community of honest hardworking immigrants who extended a hand to people in need."" The mood of the memoir is happy and warm as Rodriguez describes his cozy home filled with music, sweet smells, and letting people. ""Here, the innocence of childhood, the congregation of family, and friends, and endless celebrations that encompassed both, formed backdrop to life in our warm home."" Rodriguez's mood and feeling is clearly expressed in his descriptions and memories.
",C,"{'C': 9, 'B': 1}",B
13397,"

In the memoir Narciso Rodriguez from Home: The Blueprints of Our Lives the mood author created is thankfulness and gratefulness towards Narciso's parents, family, and friends for making his house a home and also gratefulness toward just his parents because they gave him a better life. In paragraph @NUM1 it says ""My mother and father had come to this country with such courage. without any knowledge of the language or culture. They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" @CAPS1 saying this Narciso is expressing thanks and graditude toward his parents. In the first sentence of paragraph @NUM2 it says ""I will always be grateful to my parents for their love and sacrifice."" Narciso is clearly stating his gratefulness toward his parents. In the last sentence of the memoir it says ""I will never forget how my parents turned a simple house while home."" @CAPS2 Narciso is thinking his parents. In paragraph @NUM3 it says ""It was here I learned them real definition of family."" @CAPS3 it weren't for Narciso's parents, friends, family, and home, Narciso wouldn't have learned the real definition of ""family."" The mood created @CAPS1 Narciso Rodriguez gratitude.
",D,{'D': 10},B
13454,"

The author created many feelings in the memoir. First, the author created a warm and loving mood; ""I will never forget that house or its gracious neighborhood or the many things I learned there about how to love. I will never forget how my parents turned this simple house into a home."" This quote shows how much passion is behind his families love and it makes you feel warm and comfortable inside. Second, some feelings the author also creates are friendly and caring; ""Growing up in this environment instilled in me a great sense that 'family' had nothing to do with being a blood relative. In our neighborhood, despite customs elsewhere, all of these cultures came together in great solitary and friendship."" This shows how friendship was very important and gives off a friendly and caring feeling to the reader. Lastly, the author created a very happy and upbeat feeling in the begining of the memoir; ""Here, in the innocence of childhood, the congregation of family and friends, and endless celebrations that encompass both, formed backdrop to life in our warm home."" This quote shows that the author's family celebrated life and created upbeat feelings. In conclusion, the author of the memoir created many feelings for the reader.
",C,{'C': 10},B
13470,"

Home The Blueprints of our Lives is a warm tribute to the parents of Narciso Rodriguez. The author of this memoir had said, ""Growing up in this environment istilled in me a great sense that 'family' had nothing to do with being a blood relative."" Narciso Rodriguez would change the way a reader would perceive this memoir. It would be a story of a young child who has perceived the physical and mental qualities of adults. @CAPS1 acknowledges the troubles @CAPS1 and his parents are in. For his neighborhood including his family being immigrants, in a time of racism and segregation, @CAPS1 learned how to appreciate this ""close-knit community of honest, hard-working immigrants.""@CAPS1 understood how to Narciso Rodriguez Sr, and @ORGANIZATION2 struggled personally and financially. @CAPS1 became grateful for his opportunity to live in this Cuban home of Newark, New Jersey. Though his parents had worked in a laboratory and studied chemical engineering, they struggle to find work in financial times. @CAPS1 adores them. The author writes, ""They showed me with their lives, and these teachings have been the basis of my life."" Without these relationships, and the lives of various people, this memoir would be a selfish story of a child. @CAPS1 appreciates everything the family has done. There was too much generosity impressed upon a boy of such an early age. @CAPS1 had learned how to respect his parents. In the end, Narciso Rodriguez would write a memoir devoted to the bonds @CAPS1 created with his parents and the refugees amongst them.
",D,"{'D': 7, 'F': 3}",B
13471,"

In this memoir the author has created more than just one mood. He has, in my opinion, created around three. Love, gratitude, and carring.The mood of love was created because in the memoir, Narciso Rodriguez tells us that family isn't just blood relatives. It can be anyone. In his case his whole neighbor hood was his family. Family can be anyone and to me family is or can be people that you love. That is how the mood of love was created by the author.When I read the memoir and got near the end, I personally felt the mood of gratitude. I felt that because the author is grateful for all the things his parents did for him, one example is when his parents left their hometown so that their son could have a better life. My parents did that for me, so I could relate on a personal level. I know I'm grateful for them making that big decision.I also think the mood of caring was created. I think that because in the memoir the author says that his parents would let people live with them until ""they got back on their feet."" I felt as if the family was caring doing that, its not like anyone would do that, so the family was caring. That is why I felt the mood caring was created by the author.
",C,{'C': 10},B
13531,"

The mood created by the author, Narciso Rodriguez is very happy and uplifting. The whole story is an optimistic view of Narciso's child hood. None of the bad parts of his childhood are written about. He writes about his perent's coming from Cuba and how some of his family would come and eat with them. Narciso's memoir is a happy look back at his child hood.Narciso is very grateful for his family, specifically his parents. They came from Cuba to @LOCATION1 to start a good life for their son. This causes the beginning this memoir to start off with a happy, uplifting mood. As the memoir progresses, it still maintains the same happy mood. Paragraph @NUM1 is a great example of how the mood created by the author is so happy. Paragraph @NUM1 talks about how Narciso's family would go to their house and share meals with them. Narciso was happy to be around his family. The best example of the mood created by Narciso is the final @NUM3 paragraph. Paragraph @NUM4 talks about Narciso's gratitude towards his parents. He loves them so much for coming to @LOCATION1 and leaving their promising jobs in Cuba to give Narciso a better life. The final paragraph talks about how Narciso's whole family a house into a home. This is a very happy paragraph to complete the happy mood of the story.The mood created by Narciso Rodriguez is extremely happy. There are no mad, or sad parts of his child hood mentioned in the memoir.
",C,"{'C': 9, 'D': 1}",B
13553,"

In the memor from Home: The Blueprints of Our Lives by Narciso Rodriguez his mood is very meaning full. You can tell that what he's saying he really means it, he's senser. He say's ""my parents created our traditional Cuban home, the very heart of which was the kitchen"" in paragraph @NUM1 line @NUM2. In paragraph @NUM2 line @NUM4 he say's ""it was a close-knit community of honest, hardworking immgrants who extended a hand to people who, while not necessarily their own kind, were clearly in need. Or when he tells us that his first friend was his babysitter @PERSON2 who was his land lords daughter. Narciso Rodriguez tells us how his parents ""always kept their arms and their door open to the many people we considered family. in paragraph @NUM5 line @NUM6. He tells us in paragraph @NUM7 second line how his mother and father ""came selflessly, as many immigrants do, to give their children a better life"" even if it did mean leaving behind their loved ones, and things they loved. In the last sentence of his memor he says ""I will never forget how my parents turned the simple house into a home.""With those last words you from Narciso Rodriguez you know that he is senser, about what he's saying and that he could never thank his parents for what they did for him.
",D,{'D': 10},B
13557,"

The tone of Narciso Rodriguez's memoir was a happy one with many positive feelings, memories, and undertones mixed in. Rodriguez sets the mood in the @NUM1 paragraph when @CAPS2 describes the warm, inviting, and cozy feeling that was given off at his home. Here @CAPS2 describes how ""passionate Cuban music... filled the air, mixing with the aromas of the kitchen."" This gives off a warm, innocent vibe, staging the mood for the memoir @CAPS1, in paragraph @NUM2, the mood is expanded so that it also encopasses the welcoming feel of the house. Here, Rodriguez says that his ""parents always kept their arms and their door open to the many people [they] considered family"". Finally, this excerpt gives off a proud and graceful mood. This pride and gratitude from Narciso Rodriguez is directed toward his parents @CAPS2 uses many words like ""courage"", ""selflessly"", ""struggled"", ""braving"", and ""hardships"" to describe Rawedia and @PERSON2's actions with a proud undertone Rodriguez then talks about how grateful @CAPS2 is to his parents ""for their love and sacrifice"" (paragraph @NUM3). Then @CAPS2 goes on to talk about how deeply grateful @CAPS2 is towards his parents for all they did for him in great detail. The mood of this memoir is happy, welcoming, warm, grateful, and proud. that would make anyone yearn for the one place where they too felt this feeling circulating around them
",C,"{'C': 8, 'D': 1, 'B': 1}",B
13565,"

According to the memoir ""Narciso Rodriguez"" from Home: The Blueprints of Our Lives the author created a mood throughout the memoir. The mood was happiness because Narciso was happy with his life.One example of Narciso's happiness is with his home. When @CAPS1's telling about the apartment @CAPS1 grow up in the mood is happy. Although it wasn't much his parents made him comfortable in it. They made it seem like Cuba as much as they could. Narciso loved his apartment even if it wasn't Cuba. In paragraph two ""within its walls, my young parents created our traditional Cuban home."" @CAPS1 was happy with the apartment because his parents made it feel like a Cuban home to him.Another example of Narciso's happiness is with his family. Narciso tells how his friends seem like family. In paragraph four ""Our landlord and his daughter... do the same for us."" Even though the people aren't blood related to him @CAPS1's still happy with them. Finally, based on the memoir ""Narciso Rodriguez"" from Home: The Blueprints of Our lives the author created a happy mood. This mood was created because Narciso is happy with the life @CAPS1 lives.
",C,"{'C': 9, 'D': 1}",B
13569,"

Based on the memoir ""Narciso Rodriguez"" by Narciso Rodriguez, the mood created by the author is peaceful because the whole memoir is talking about love and care for each other and your family.In this memoir there are many times where the author discusses his love for cooking. ""It was the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent in music but life in love"". This quote shows that Cuban feasts caused him to experience life and love with his family and loved ones. ""It was here where I learned the real definition of family"". This proves that his life in New Jersey at his house helped him realize the true meaning of family. The last quote that made this memoir peaceful was when he said, ""And for this, I will never forget that house or it's gracious neighborhood where the many things I learned there about how to love. I will never forget how my parents turned this simple house into a home"". This quote shows the love and affection that Narciso Rodriguez feels about his parents and his home.After reading this memoir, that was the mood that was created by the author in this memoir.
",B,"{'B': 7, 'C': 3}",B
14844,"

The Empire State Building's docking zone was a magnificent and novel idea when it was first concieved but it was too difficult to implement. Al Smith, who spearheaded the operation, was too over anxious to complete it. Since not enough time was devoted to researching the risk's and structure of the dock, the plan to mount it on top the Empire State Building was already a failure.       Before the construction even began, trouble started to brew. The building couldn't withstand the stress of the @DATE1 foot long dirigible. The shock to the building would have transmitted tremendous pressure to the foundation. So the roof would have to be re-done in order for it to be structurally sound. After many months and @NUM1 dollars, the creation of the landing dock could begin.       Life is precious, and the landing dock was too volatile and dangerous to be used. The architects overlooked the fact that most foreign ones were made of hydrogen not helium. Hydrogen is extremely Flammable. In @LOCATION1, the Hindenburg, which was constructed using hydrogen caught aflame and killed hundreds. There was even a law stating that aircraft could not be suspended so close to an urban area. The idea was ostentatious and showy but because it was rushed, precautions were not taken into account. The obstacles that faced the docking station were too much, so finally the plan to erect it was abandoned.
",B,"{'A': 2, 'B': 8}",B
14860,"

In the excerpt ""The Mooring @CAPS1"", by: Marcia Amidon @CAPS2 the builders of the empire State Building faced obstacles in attempting to allow dirigibles to dock there. The Empire State Building was destined to never fulfill its purpose due to many reasons and many obstacles. One of those many reason was that most dirigibles from outside the United States used hydrogen rather than helium, and hydrogen is highly flammable. Furthermore the biggest obstacle to the sucessful use of morning mast was nature itself. Due to the reason that the winds on top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast. Using these at the Empire State Building, where they would be dangling high above pedestrians on the Street, was neither practical nor safe. The other obstacles was an existing law against airships flying too low over urban areas. This law would make it illegal for ship to ever tie up to the building or even approach the area, although two dirigibles did attempt to reach the building for the entire idea was dropped. The builders of the Empire State Building faced many hard obstacles.  
",C,{'C': 10},B
14861,"

The builders of the Empire State Building face many obstacles in attempting to allow dirigibles to dock there. One obstacle they faced was the safety issue. As stated in paragraph @NUM1, most foreign dirigibles used the flammable element hydrogen rather than helium. A fire would be very deadly in a highly populated area like downtown New York. Another obstacle the builders were faced with was the wind. In paragraph @NUM2 it says, ""The winds on top of the building were constantly shifting due to violent air currents."" This would cause the un-tied back of the dirigible to thrash around and even ""swivel around the mooring mast."" When a dirigible is moored in open fields, they can be weighted down with lead weights. Doing this in open air above the Empire State building would be un-safe due to pedestrians below. The final obstacle builders faced was the law against airships flying too low over urban areas. In paragraph @NUM3, it says, ""This law would make it illegal for a ship to ever tie up to the building or even approach the area..."" This is why the mooring mast for dirigibles of the Empire State building never served its purpose.
",A,{'A': 10},B
14868,"

The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. Although the builders thought it to be a brilliant idea, they did not carefully consider the safety hazards they may have encountered, and how unrealistic the idea truly was. One of the greatest reasons the mooring mast was destined to be unable to fulfill its purpose was because of safety concerns. In paragraph @NUM1 it states ""Most dirigibles from outside of the United States used hydrogen... and hydrogen is highly flammable."" When a dirigible was destroyed by fire in New Jersey, the owners of the Empire State building realized how much worse an accident like that would be if it occurred over a place as densely populated as downtown New York. Another very practical reason why dirigibles could not moor at the top of the building was, as stated in paragraph @NUM2, ""there was an existing law against airships flying too low over urban areas."" That would make it impossible for a dirigible to even approach the area, let alone be able to tie up to the building. It is very apparent that the builders of the Empire State Building faced many issues in the attempt.
",B,"{'B': 8, 'A': 2}",B
14883,"

In ""The Mooring Mast"" by Marcia Amidon Lüsted the builders of the Empire State Building endured many obstacles when trying to dock dirigibles. The idea of a mooring mast began when former governor of New York, Al Smith was determined to make the Empire State building the tallest in the world. When the Chrysler building became the tallest Smith was said to have announced, ""... The Empire State would now reach the height of 1,250 feet"" (Mooring Mast). Although many were enthusiastic about the plan, there were many obstacles before dirigibles docked there. The first problem was stability. If a thousand pound dirigible was connected to the building by one tether then it, ""... would add stress to the buildings frame"" (Mast) Which would have made the builders completely alter the buildings structure. Another reason was safety At the time most foreign dirigibles used hydrogen, a highly flammable substance, instead of helium. Which could be a great hazard considering all the people it could harm below. However, the greatest obstacles for the dirigibles future was nature. Above the Empire State there was wild wind currents causing the back of the dirigible to swivel. When builders couldn't find a practical solution to all these obstacles, it was realized dirigibles would not be kept there for the safety of all New York City inhabitants.
",A,"{'A': 5, 'B': 5}",B
14892,"

There were many obstacles the builders of the Empire State building faced in attempting to allow dirigibles to dock there. For one thing, the builders couldn't simply place a mast on top of the empire state building, because the building would surely collapse. ""A thousand-foot dirigible moored at the top of the empire state building, held by a single cable tether, would add stress to the building's frame"". To change and fix this problem, over sixty thousand dollars would be needed for the modifications. Another obstacle the builder's failed to see was the actual construction of a modern-day dirigible. The dirigibles, ""used hydrogen rather than helium, and hydrogen is highly Flammable"". If the dirigibles were to ever explode while docking, the situation would have been horrible over a densely populated area of New York. Lastly, the greatest obstacle of the building was nature itself. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around"". this would be very dangerous. The dirigible could @CAPS1 over pedestrians the streets meaning it was not safe at all. There are three obstacles that prevented the empire state building from allowing dirigibles to dock there.
",B,{'B': 10},B
14904,"

In the article ""The Mooring Mast"" by Marcia Amidon Lüsted, many obstacles of building the Empire State building as a docking station for dirigibles are describle. John Tauranac, the man who came up with the plan to dock dirigibles on the top of the empire state building forgot some very important things to take into account. First the entire building would have to be modified because ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stres to the building's frame"" (paragraph @NUM1). The second problem that would need to be solved would be the safety of the city. Many ""dirigibles from outside United States used hydrogen rather than helium, and hydrogen is highly flammable."" (paragraph @NUM2.). If an accident like German dirigible Hindenburg happened, it would be ten times worse. Lastly, the ""violent air currents"" (paragraph @NUM3) would pose as one of the greatest obstacles. The U.S. Navy dirigible Los Angeles tried to tie up but could not get close enough because of ""forceful wind."" (paragraph @NUM4). The obstacles of making the empire state building into a mooring mast caused too many obstacles that could not be solved.
",B,"{'B': 8, 'C': 2}",B
14926,"

Through the excerpt The Mooring Mast by @ORGANIZATION2, we learned that the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock on the summit of the building. Some of the obstacles that the builders faced in this enginering challenge are; @CAPS1 the builders faced the challenge of how the Empire State Building was going to be able to support the weight of these long aircrafts. We learned this in paragraph @NUM1 when the author states ""A thousand-foot dirigible moored at the top of the building... would add stress to the buildings frame."" To overcome this problem ""The steel frame of the Empire State Building would have to be modified and strengthened (@NUM2)."" It is later said that these modifications would cost over sixty thousand dollars. Another problem that the builders faced was, how safe docking a blimp would be in a highly populated area.  In paragraph @NUM3 we learned that most dirigibles are made of hydrogen, which is highly flammable. After ""the German dirigible Hindenburg was destroyed by fire in Lakehurst, New Jersey... The owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York."" All in all in the excerpt The Mooring Mast will learned that the builders of the Empire State Building face many obstacles in attempting to allow dirigibles to dock on the peak of the building.
",C,"{'D': 3, 'C': 7}",B
14941,"

There are many things in life that seem like they could be brilliant ideas but, in reality there are many flaws with it. One of these ideas is using the Empire State building as a mooring mast for dirigibles. This is what Al Smith, the governor of New York at the time, discovers in an excerpt from The Mooring Mast by Marcia Amidon Lüsted. In this excerpt the builders of the Empire State building had to face some serious obstacles to allow the docking of dirigibles: @CAPS1 building the Empire State building many of the blue prints had to be changed. One thing that had to be changed was the skeleton of the building. They needed a way to support the drigibles if they were to dock. The skeleton they had in place put too much stress on the top half of the building that it would result in breaking. Another thing that the builders had to deal with was the safety of the @LOCATION1. If the highly flamable helium inside the dirigibles then it would be putting thousands of peoples lives in jeopardy. Finally the builders had to deal with the violently shifting winds. This too put stress on the frame of the building since the winds were so strong there and also a fear that it would blow the blimp into the pointed mast and break the blimp. Overall there are many reasons why the Mooring Mast never became a reality.
",C,"{'C': 8, 'B': 2}",B
14942,"

The idea of docking dirigables on top of The Empire State Building was a grand one It seems as though the dream of dirigable transportation was on it's way up, however, the architects were blinded by their excitement. Al @CAPS1 competitive nature not only pushed the building to a un-precedented 1,250 ft., but also combined transportation in new, fashionable, And effective ways. This not only made the public and architects excited, but also put a lot of expectations on the building. Al Smith did not see all the obstacles ahead that would halt his dirigible plans. One of the obstacles being that the swaying of the dirigible would add stress to the frame of the building, though the necessary precautions were made, the obstacle was foreshadowing the others to come. When the dirigible Hindenburg was destroyed by fire due to the hydrogen gas, people became skepticle. What if it were to blowup over a crowded New York city street? Also, an existing law against aircrafts flying too low over urban areas prohibited the dirigable plans. The obstacles proved too much for the plan to go through. Though the plans were merely postponed by the late 1930's the idea of dirigables a top the Empire State Building had disappeared.
",B,"{'B': 8, 'C': 2}",B
14943,"

Based on the excerpt, ""The Mooring Mast"", by Marcia Amidon @CAPS1, the builders of the Empire State Building faced several obstacles in attempting to allow dirigible to dock there. The builders of the Empire State Building failed to realized that building the mast would create too many problems and safety risks. Without thinking about the obstacles, the mooring mast also had problem on its own anyways. According to the excerpt, one of its greatest obstacle was ""The winds on top of the building were constantly shifting due to violent air currents."" This resulted to being a problem because the dirigible could go anywhere, not landing in the mast properly and cause damage. With this problem also came risks for pedestrians who are on the streets. The dirigibles ""...could be weighted down in the back with lead weights"" because it used open landing fields. This was not a good idea to be using these at the Empire State Building. Another thing builders should have considered was that there was a law in place already that is ""...against airships flying too low over urban areas."" All in all, there were alot of things that builders should have considered before attempting to allow dirigible to dock there
",C,"{'C': 9, 'B': 1}",B
14947,"

In the excerpt ""The Mooring Mast"" by Marcia Amidon Lüsted, the builders of the Empire State Building faced while trying to dock dirigibles. One obstacle was nature. At the top of the building, the winds constantly changing because violent air currents. This would make a ship swivel around dangerously. Even if it was tied in the back would move. ""The winds on top of the building were constantly shifting due to violent air currents. Even if the dirigibles were tethered to the mooring mast, the back of ship with swivel."" Another obstacle was safety. Foreign ships use hydrogen, and extremely flammable gas. In fields, they use lead weights to weight down. If an accident happened with either it would be extremely fatal. A flaming dirigible or a falling metal object  at extreme heights would cause serious injuries because the landing is above a highly populated city. ""Dirigibles from outside the @LOCATION1 use hydrogen... is highly flammable."" ""Could be weighted down by lead weights, but using these at the Empire State building, where they would be hanging high above pedestrians on the street."" A law forbids ships to fly in low urban areas so, if the moore worked it couldn't be used. These events led to the quiet dissaperance of the thought in the late 1930's.
",D,"{'D': 9, 'C': 1}",B
14950,"

There were several obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. The first problem they faced was they would have to change & fix the @CAPS1 of the Building in order to compensate for all the Stress there would be on the Building when the dirigibles landed. After they constructed & built the landing, there were several more problems. The first problem was that the hydrogen in the balloons is very flammable. This is a problem because New York is densely populated & with a flammable substance above there heads, it poses a threat. The second problem was the dirigible itself. It can easily blow in the wind, & would constantly wave in the wind, & unlike in a field, weights cold not be tied to the back of it because of the crowds below. The third & final problem they dealt with was the law: airships are not allowed too fly low over urban areas. The Empire State Building was too low in an urban area for anything to fly over it. Several of these problems led to the failure of the original idea & left the Empire State Building with a tall post of no purpose.
",A,"{'B': 3, 'A': 7}",B
14988,"

The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One obstacle was the frame of the building. In @LOCATION1 @NUM1, it explains that attaching a durgible to the building would add stress to the building's frame. They had to modify the whole frame of the building to a stronger material for the mooring mast to work. One of the biggest obstacles was safety. Most durgibles use hydrogen to power them, and hydrogen is highly flammable. There is a great risk of the dirigibles to catch on fire when flying over such a densely populated area as New York. Another obstacle in the way of the mooring mast was the conditions at the top of the building. At the top of the Empire State Building, there are violent winds that would cause the dirigibles to swivel around the mooring mast. Lastly, An obstacle the builders faced was the law against airships flying too low over urban areas. As explained in @LOCATION1, because of this law, it is illegal to even fly up to the Empire State building. With all of these obstacles, it is clear why the mooring mast wasn't used.
",A,"{'A': 5, 'B': 5}",B
14994,"

The obstacles that builders faced in making the Empire State Building a docking point reached the greatest problems. Obstacles come in all forms, depending on the size of the goal. The goal's size was immense so the range was in its greatest. The problems were law, nature, safety, and the point of docking.Firstly, the main problem was the location. ""The stress of the dirigible's load and the wind pressure would have to be transmitted all the way to the building's foundation, which was nearly eleven hundred feet below."" This would have not only tore down the entire building but send it crashing down onto pedestrians within the range of eleven hundred feet it the direction it was hauled. Secondly, instead of helium, dirigibles used hydrogen instead, ""and hydrogen is highly flammable."" This put a safety issue, especially over a highly populated urban area, like New York. Thirdly, the building was so high, it intercepted higher forces of wind. ""The winds on top of the building were constantly shifting due to violent air currents."" This could have made a dirigibles strain against the building or fresh against the mooring point. Lastly, law prevented all ""airships flying too low over urban areas."" As high as the Empire State Building was it was too close the public.Overall, the builders were impacient and that created obstacles in allowing dirigibles to dock at the Empire State Building. They made the goal so large, it caused the obstacles to reach their range of difficulty. The purpose of the Empire State Building may be a failure, but it still is the tallest building constructed.
",B,{'B': 10},B
15011,"

The idea to put a mast on top of the empire building @CAPS1 like a brilliant idea. People thought it would be a great idea to dock a dirigible on the mast, expecially because ""New york city was the lack of Suitable landing areas."" But it is easy to @CAPS2 how the mooring mast would never be able to dock drigibles. One reason this could never happen is because @CAPS3 of these drigibles contained hydrogen in them wich is highly flammable. ""When the german dirigible Hindenburg was destroyed by fire in lakehurst, New Jersey.... the empire State building realized how much worst that accident could have been."" @CAPS3 people would die if this happened over a highly populated area. Another reason that the mast would never be able to be used is because there was, ""an existing law against airships flying too low or over urban areas."" @CAPS4 even if everything was Set up correctly they would be breaking the law flying there dirigibles @CAPS4 close to the city. But the most obvious reason is that the weather would be to unpredictable above the empire State building. ""The winds on top of the building were constantly Shifting due violent air currents."" The mooring mast would just be a tottally unstable place to dock these drigibles.
",B,"{'B': 8, 'A': 2}",B
15019,"

Based on excerpt, ""The Mooring @CAPS1,"" by Marcia Amidon Lüsted, the builders of the Empire State Building faced certain obstacles in attempting to allow dirigibles to dock there, such as the violent air currents, and the safety of pedestrians.One obstacle the builders of the Empire State Building faced was the violent air currents. According to the excerpt, the winds on the top of the building were constantly shifting. So if a dirigible happened to get caught in this they would be dangling high above pedestrians. Example of this would be, ""the winds on top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered to the mooring @CAPS1 the back of the ship with swivel around and around the mooring mast."" (@NUM1) Another obstacle was the safety of pedestrians. When owners heard about the German dirigible, Hindenburg, was destroyed by fire in Lakehurst, New Jersey, they decided that it would be even worse if it had taken place in a heavily populated place like New York. An example of this would be, ""owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York.""In conclusion, the excerpt, ""The Mooring Mast"", written by Marcia Amidon Lüsted, the builders of the Empire State Building faced certain obstacles in attempting to allow dirigibles to dock there. Such as the violent air currents and the city pedestrians.
",B,"{'B': 8, 'C': 2}",B
