essay_id,stakes_level,stakes_ordinal,variant_idx,grade_num
4677,medium,1,0,2
4677,medium,1,1,2
4677,medium,1,2,2
4677,medium,1,3,2
4677,medium,1,4,2
4677,medium,1,5,2
4677,medium,1,6,2
4677,medium,1,7,1
4677,medium,1,8,2
4677,medium,1,9,2
4677,high,2,0,2
4677,high,2,1,2
4677,high,2,2,2
4677,high,2,3,2
4677,high,2,4,2
4677,high,2,5,2
4677,high,2,6,2
4677,high,2,7,2
4677,high,2,8,2
4677,high,2,9,2
140,low,0,0,2
140,low,0,1,2
140,low,0,2,2
140,low,0,3,2
140,low,0,4,2
140,low,0,5,2
140,low,0,6,2
140,low,0,7,1
140,low,0,8,2
140,low,0,9,2
140,medium,1,0,2
140,medium,1,1,2
140,medium,1,2,2
140,medium,1,3,2
140,medium,1,4,2
140,medium,1,5,2
140,medium,1,6,2
140,medium,1,7,2
140,medium,1,8,2
140,medium,1,9,2
140,high,2,0,2
140,high,2,1,2
140,high,2,2,2
140,high,2,3,2
140,high,2,4,2
140,high,2,5,2
140,high,2,6,2
140,high,2,7,3
140,high,2,8,2
140,high,2,9,2
1056,low,0,0,1
1056,low,0,1,2
1056,low,0,2,1
1056,low,0,3,1
1056,low,0,4,1
1056,low,0,5,1
1056,low,0,6,1
1056,low,0,7,1
1056,low,0,8,1
1056,low,0,9,1
1056,medium,1,0,2
1056,medium,1,1,1
1056,medium,1,2,1
1056,medium,1,3,1
1056,medium,1,4,1
1056,medium,1,5,1
1056,medium,1,6,1
1056,medium,1,7,1
1056,medium,1,8,1
1056,medium,1,9,1
1056,high,2,0,1
1056,high,2,1,1
1056,high,2,2,1
1056,high,2,3,2
1056,high,2,4,2
1056,high,2,5,2
1056,high,2,6,1
1056,high,2,7,2
1056,high,2,8,1
1056,high,2,9,1
3015,low,0,0,3
3015,low,0,1,3
3015,low,0,2,3
3015,low,0,3,3
3015,low,0,4,3
3015,low,0,5,3
3015,low,0,6,3
3015,low,0,7,3
3015,low,0,8,3
3015,low,0,9,3
3015,medium,1,0,3
3015,medium,1,1,3
3015,medium,1,2,3
3015,medium,1,3,3
3015,medium,1,4,3
3015,medium,1,5,3
3015,medium,1,6,3
3015,medium,1,7,3
3015,medium,1,8,3
3015,medium,1,9,3
3015,high,2,0,3
3015,high,2,1,3
3015,high,2,2,3
3015,high,2,3,3
3015,high,2,4,3
3015,high,2,5,3
3015,high,2,6,3
3015,high,2,7,3
3015,high,2,8,3
3015,high,2,9,3
3499,low,0,0,1
3499,low,0,1,1
3499,low,0,2,1
3499,low,0,3,1
3499,low,0,4,1
3499,low,0,5,1
3499,low,0,6,1
3499,low,0,7,1
3499,low,0,8,1
3499,low,0,9,1
3499,medium,1,0,1
3499,medium,1,1,1
3499,medium,1,2,1
3499,medium,1,3,1
3499,medium,1,4,1
3499,medium,1,5,1
3499,medium,1,6,1
3499,medium,1,7,1
3499,medium,1,8,1
3499,medium,1,9,1
3499,high,2,0,1
3499,high,2,1,1
3499,high,2,2,1
3499,high,2,3,1
3499,high,2,4,1
3499,high,2,5,1
3499,high,2,6,1
3499,high,2,7,1
3499,high,2,8,1
3499,high,2,9,1
300,low,0,0,1
300,low,0,1,1
300,low,0,2,1
300,low,0,3,1
300,low,0,4,0
300,low,0,5,0
300,low,0,6,1
300,low,0,7,0
300,low,0,8,1
300,low,0,9,1
300,medium,1,0,1
300,medium,1,1,1
300,medium,1,2,1
300,medium,1,3,1
300,medium,1,4,1
300,medium,1,5,1
300,medium,1,6,1
300,medium,1,7,1
300,medium,1,8,1
300,medium,1,9,1
300,high,2,0,1
300,high,2,1,1
300,high,2,2,1
300,high,2,3,1
300,high,2,4,1
300,high,2,5,1
300,high,2,6,1
300,high,2,7,1
300,high,2,8,1
300,high,2,9,1
3104,low,0,0,1
3104,low,0,1,2
3104,low,0,2,1
3104,low,0,3,1
3104,low,0,4,2
3104,low,0,5,2
3104,low,0,6,1
3104,low,0,7,1
3104,low,0,8,1
3104,low,0,9,1
3104,medium,1,0,1
3104,medium,1,1,2
3104,medium,1,2,1
3104,medium,1,3,2
3104,medium,1,4,2
3104,medium,1,5,2
3104,medium,1,6,2
3104,medium,1,7,1
3104,medium,1,8,1
3104,medium,1,9,2
3104,high,2,0,1
3104,high,2,1,2
3104,high,2,2,2
3104,high,2,3,2
3104,high,2,4,2
3104,high,2,5,2
3104,high,2,6,2
3104,high,2,7,2
3104,high,2,8,2
3104,high,2,9,2
3903,low,0,0,1
3903,low,0,1,1
3903,low,0,2,1
3903,low,0,3,1
3903,low,0,4,1
3903,low,0,5,1
3903,low,0,6,1
3903,low,0,7,1
3903,low,0,8,1
3903,low,0,9,1
3903,medium,1,0,1
3903,medium,1,1,1
3903,medium,1,2,1
3903,medium,1,3,1
3903,medium,1,4,1
3903,medium,1,5,1
3903,medium,1,6,1
3903,medium,1,7,1
3903,medium,1,8,1
3903,medium,1,9,1
3903,high,2,0,1
3903,high,2,1,1
3903,high,2,2,1
3903,high,2,3,2
3903,high,2,4,1
3903,high,2,5,1
3903,high,2,6,1
3903,high,2,7,1
3903,high,2,8,1
3903,high,2,9,1
4237,low,0,0,1
4237,low,0,1,1
4237,low,0,2,1
4237,low,0,3,1
4237,low,0,4,1
4237,low,0,5,1
4237,low,0,6,1
4237,low,0,7,1
4237,low,0,8,1
4237,low,0,9,1
4237,medium,1,0,1
4237,medium,1,1,1
4237,medium,1,2,1
4237,medium,1,3,1
4237,medium,1,4,1
4237,medium,1,5,1
4237,medium,1,6,1
4237,medium,1,7,1
4237,medium,1,8,1
4237,medium,1,9,1
4237,high,2,0,1
4237,high,2,1,1
4237,high,2,2,1
4237,high,2,3,1
4237,high,2,4,1
4237,high,2,5,1
4237,high,2,6,1
4237,high,2,7,1
4237,high,2,8,1
4237,high,2,9,1
3806,low,0,0,2
3806,low,0,1,2
3806,low,0,2,2
3806,low,0,3,2
3806,low,0,4,2
3806,low,0,5,1
3806,low,0,6,2
3806,low,0,7,1
3806,low,0,8,2
3806,low,0,9,2
3806,medium,1,0,2
3806,medium,1,1,2
3806,medium,1,2,2
3806,medium,1,3,2
3806,medium,1,4,2
3806,medium,1,5,2
3806,medium,1,6,2
3806,medium,1,7,2
3806,medium,1,8,2
3806,medium,1,9,2
3806,high,2,0,2
3806,high,2,1,2
3806,high,2,2,2
3806,high,2,3,2
3806,high,2,4,2
3806,high,2,5,2
3806,high,2,6,2
3806,high,2,7,3
3806,high,2,8,2
3806,high,2,9,2
3831,low,0,0,2
3831,low,0,1,2
3831,low,0,2,2
3831,low,0,3,2
3831,low,0,4,2
3831,low,0,5,2
3831,low,0,6,2
3831,low,0,7,2
3831,low,0,8,2
3831,low,0,9,2
3831,medium,1,0,2
3831,medium,1,1,2
3831,medium,1,2,2
3831,medium,1,3,2
3831,medium,1,4,2
3831,medium,1,5,2
3831,medium,1,6,2
3831,medium,1,7,2
3831,medium,1,8,2
3831,medium,1,9,2
3831,high,2,0,2
3831,high,2,1,2
3831,high,2,2,2
3831,high,2,3,2
3831,high,2,4,2
3831,high,2,5,2
3831,high,2,6,2
3831,high,2,7,2
3831,high,2,8,2
3831,high,2,9,2
